번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고
19,경상북도 ,공공,국가 및 지자체,남구청,경상북도 포항시 남구 희망대로 790,054-270-6222,http://www.pohang.go.kr/namgu,자료없음,
20,경상북도 ,공공,주민자치기관,구룡포읍 주민센터,포항시 남구 구룡포읍 호미로 133,054-270-6561,http://www.pohang.go.kr/namgu/guryongpo,첨부파일,
21,경상북도 ,공공,주민자치기관,연일읍 주민센터,포항시 남구 연일읍 철강로 10,054-270-6581,http://www.pohang.go.kr/namgu/yeonil,첨부파일,
22,경상북도 ,공공,주민자치기관,오천읍 주민센터,포항시 남구 오천읍 세계길 5,054-270-6601,http://www.pohang.go.kr/namgu/ocheon,첨부파일,
23,경상북도 ,공공,주민자치기관,대송면 주민센터,포항시 남구 대송면 장동홍계길 19,054-270-6632,http://www.pohang.go.kr/namgu/daesong,첨부파일,
24,경상북도 ,공공,주민자치기관,동해면 주민센터,포항시 남구 동해면 일월로 66,054-270-6632,http://www.pohang.go.kr/namgu/donghae,첨부파일,
25,경상북도 ,공공,주민자치기관,장기면 주민센터,포항시 남구 장기면 읍내길 99,054-270-6661,http://www.pohang.go.kr/namgu/janggi,첨부파일,
26,경상북도 ,공공,주민자치기관,호미곶면 주민센터,포항시 남구 호미곶면 해맞이로 242,054-270-6681,http://www.pohang.go.kr/namgu/homigot,첨부파일,
27,경상북도 ,공공,주민자치기관,상대동 주민센터,포항시 포항시 남구 상대로 98,054-270-6701,http://www.pohang.go.kr/namgu/sangdae,첨부파일,
28,경상북도 ,공공,주민자치기관,해도동 주민센터,포항시 남구 상공로 235,054-270-6731,http://www.pohang.go.kr/namgu/haedo,첨부파일,
29,경상북도 ,공공,주민자치기관,송도동 주민센터,포항시 남구 송림로 25,054-270-6741,http://www.pohang.go.kr/namgu/songdo,첨부파일,
30,경상북도 ,공공,주민자치기관,청림동 주민센터,포항시 남구 신항로 10,054-270-6751,http://www.pohang.go.kr/namgu/cheongnim,첨부파일,
31,경상북도 ,공공,주민자치기관,제철동 주민센터,포항시 남구 인덕로79,054-270-6761,http://www.pohang.go.kr/namgu/jecheol,첨부파일,
32,경상북도 ,공공,주민자치기관,효곡동 주민센터,포항시 남구 효자동길2번길 7,054-270-6771,https://www.pohang.go.kr/namgu/hyogok,첨부파일,
33,경상북도 ,공공,주민자치기관,대이동 주민센터,포항시 남구 대이로 17,054-270-6781,http://www.pohang.go.kr/namgu/daei,첨부파일,
34,경상북도 ,공공,국가 및 지자체,경주시청,경상북도 경주시 양정로 260,054-779-8585,http://www.gyeongju.go.kr/,0,
35,경상북도 ,공공,주민자치기관,감포읍 주민센터,경상북도 경주시 감포읍 감포로8길 14-8,054-779-8003,http://www.gyeongju.go.kr/village/gampo/index.do,자료없음,
36,경상북도 ,공공,주민자치기관,안강읍 주민센터,경상북도 경주시 안강읍 비화원로 47,054-779-8032,http://www.gyeongju.go.kr/village/angang/index.do,자료없음,
37,경상북도 ,공공,주민자치기관,건천읍 주민센터,경상북도 경주시 건천읍 내서로 1106,054-779-8081,http://www.gyeongju.go.kr/village/geoncheon/index.do,첨부파일,
38,경상북도 ,공공,주민자치기관,외동읍 주민센터,경상북도 경주시 외동읍 읍청사로 25,054-779-8112,http://www.gyeongju.go.kr/village/oedong/index.do,자료없음,
39,경상북도 ,공공,주민자치기관,양북면 주민센터,경상북도 경주시 양북면 어일중앙길 24,054-779-8154,http://www.gyeongju.go.kr/village/yangbuk/index.do,자료없음,
40,경상북도 ,공공,주민자치기관,양남면 주민센터,경상북도 경주시 양남면 다래길 8,054-779-8171,http://www.gyeongju.go.kr/village/yangnam/index.do,자료없음,
41,경상북도 ,공공,주민자치기관,내남면 주민센터,경상북도 경주시 내남면 이조중앙길 31,054-779-8196,http://www.gyeongju.go.kr/village/naenam/index.do,0,
42,경상북도 ,공공,주민자치기관,산내면 주민센터,경상북도 경주시 산내면 의곡2길 5,054-779-8211,http://www.gyeongju.go.kr/village/sannae/index.do,자료없음,
43,경상북도 ,공공,주민자치기관,서면 주민센터,경상북도 경주시 서면 내서로 458,054-779-8232,http://www.gyeongju.go.kr/village/seo/index.do,자료없음,
44,경상북도 ,공공,주민자치기관,현곡면 주민센터,경상북도 경주시 현곡면 금장2길 12,054-779-8256,http://www.gyeongju.go.kr/village/hyeongok/index.do,통일성없음,
45,경상북도 ,공공,주민자치기관,강동면 주민센터,경상북도 경주시 강동면 강동로 19,054-779-8282,http://www.gyeongju.go.kr/village/gangdong/index.do,자료없음,
46,경상북도 ,공공,주민자치기관,천북면 주민센터,경상북도 경주시 천북면 천북로 383,054-779-8301,http://www.gyeongju.go.kr/village/cheonbuk/index.do,0,
47,경상북도 ,공공,주민자치기관,중부동 주민센터,경상북도 경주시 원효로 50,054-779-8321,http://www.gyeongju.go.kr/village/jungbu/index.do,0,
48,경상북도 ,공공,주민자치기관,황오동 주민센터,경상북도 경주시 북성로 130,054-779-8341,http://www.gyeongju.go.kr/village/hwango/index.do,0,
49,경상북도 ,공공,주민자치기관,성건동 주민센터,경상북도 경주시 금성로 370,054-779-8363,http://www.gyeongju.go.kr/village/seonggeon/index.do,통일성없음,
50,경상북도 ,공공,주민자치기관,황남동 주민센터,경상북도 경주시 첨성로 47,054-779-8382,http://www.gyeongju.go.kr/village/hwangnam/index.do,첨부파일,
51,경상북도 ,공공,주민자치기관,선도동 주민센터,경상북도 경주시 태종로 416,054-779-8421,http://www.gyeongju.go.kr/village/seondo/index.do,0,
52,경상북도 ,공공,주민자치기관,월성동 주민센터,경상북도 경주시 원화로 177,054-779-8401,http://www.gyeongju.go.kr/village/wolseong/index.do,0,
53,경상북도 ,공공,주민자치기관,용강동 주민센터,경상북도 경주시 토용길 20,054-779-8443,http://www.gyeongju.go.kr/village/yonggang/index.do,0,
54,경상북도 ,공공,주민자치기관,황성동 주민센터,경상북도 경주시 갓뒤동녘길 37,054-779-8461,http://www.gyeongju.go.kr/village/hwangseong/index.do,통일성없음,
55,경상북도 ,공공,주민자치기관,동천동 주민센터,경상북도 경주시 대안길 53,054-779-8481,http://www.gyeongju.go.kr/village/dongcheon/index.do,0,
56,경상북도 ,공공,주민자치기관,불국동 주민센터,경상북도 경주시 산업로 3008,054-779-8501,http://www.gyeongju.go.kr/village/bulguk/index.do,자료없음,
57,경상북도 ,공공,주민자치기관,보덕동 주민센터,경상북도 경주시 천군동 168-2,054-779-8526,http://www.gyeongju.go.kr/village/bodeok/index.do,자료없음,
58,경상북도 ,공공,국가 및 지자체,김천시청,경상북도 김천시 시청길 1,054-420-6114,http://www.gimcheon.go.kr/,0,
59,경상북도 ,공공,주민자치기관,아포읍 주민센터,경상북도 김천시 아포읍 국사길 63,054-431-5301,http://www.gimcheon.go.kr/district/apo_ub/,자료없음,
60,경상북도 ,공공,주민자치기관,농소면 주민센터,경상북도 김천시 농소면 농남로 42,054-431-6301,http://www.gimcheon.go.kr/district/nongso/,자료없음,
61,경상북도 ,공공,주민자치기관,남면 주민센터,경상북도 김천시 남면 옥산길 44,054-420-6503,http://www.gimcheon.go.kr/district/nammyeon/,자료없음,
62,경상북도 ,공공,주민자치기관,개령면 주민센터,경상북도 김천시 개령면 동부길 59-14 ,054-436-5301,http://www.gimcheon.go.kr/district/gaeryeong/,자료없음,
63,경상북도 ,공공,주민자치기관,감문면 주민센터,경상북도 김천시 감문면 감문로 1055 ,054-430-5301,http://www.gimcheon.go.kr/district/gammun_myeon/,자료없음,
64,경상북도 ,공공,주민자치기관,어모면 주민센터,경상북도 김천시 어모면 어모로 279,054-420-6506,http://www.gimcheon.go.kr/district/eomo/,자료없음,
65,경상북도 ,공공,주민자치기관,봉산면 주민센터,경상북도 김천시 봉산면 예지송정길 11 ,054-430-0301,http://www.gimcheon.go.kr/district/bongsan/,자료없음,
66,경상북도 ,공공,주민자치기관,대항면 주민센터,경상북도 김천시 대항면 황악로 1563 ,054-436-6301,http://www.gimcheon.go.kr/district/deahang/,자료없음,
67,경상북도 ,공공,주민자치기관,감천면 주민센터,경상북도 김천시 감천면 금감로 1552 ,054-431-0301,http://www.gimcheon.go.kr/district/gamcheon/,자료없음,
68,경상북도 ,공공,주민자치기관,조마면 주민센터,경상북도 김천시 조마면 강곡1길 32,054-437-7006,http://www.gimcheon.go.kr/district/joma/,자료없음,
69,경상북도 ,공공,주민자치기관,구성면 주민센터,경상북도 김천시 구성면 상좌원1길 10,054-434-5296,http://www.gimcheon.go.kr/district/guseong/,자료없음,
70,경상북도 ,공공,주민자치기관,지례면 주민센터,경상북도 김천시 지례면 상부길 101,054-420-6512,http://www.gimcheon.go.kr/district/jirye/,자료없음,
71,경상북도 ,공공,주민자치기관,부항면 주민센터,경상북도 김천시 부항면 부항로 834,054-437-2031,http://www.gimcheon.go.kr/district/buhang/,자료없음,
72,경상북도 ,공공,주민자치기관,대덕면 주민센터,경상북도 김천시 대덕면 남김천대로 721,054-435-1031,http://www.gimcheon.go.kr/district/daedeok/,자료없음,
73,경상북도 ,공공,주민자치기관,증산면 주민센터,경상북도 김천시 증산면 증산로 945-7 ,054-420-6515,http://www.gimcheon.go.kr/district/jeungsan/,자료없음,
74,경상북도 ,공공,주민자치기관,자산동 주민센터,경상북도 김천시 용암로 27,054-432-2513,http://www.gimcheon.go.kr/district/jasan/,자료없음,
75,경상북도 ,공공,주민자치기관,평화남산동 주민센터,경상북도 김천시 평화순환길 291,054-432-2514,http://www.gimcheon.go.kr/district/phns/,자료없음,
76,경상북도 ,공공,주민자치기관,양금동 주민센터,경상북도 김천시 강변로 178,054-432-2516,http://www.gimcheon.go.kr/district/yanggeum/,자료없음,
77,경상북도 ,공공,주민자치기관,대신동 주민센터,경상북도 김천시 신양1길 22,054-432-2517,http://www.gimcheon.go.kr/district/daesin/,자료없음,
78,경상북도 ,공공,주민자치기관,대곡동 주민센터,경상북도 김천시 부곡길 2,054-432-2520,http://www.gimcheon.go.kr/district/daegok_dong/,자료없음,
79,경상북도 ,공공,주민자치기관,지좌동 주민센터,경상북도 김천시 영남대로 1940,054-436-2521,http://www.gimcheon.go.kr/district/jijwa_dong/,자료없음,
80,경상북도 ,공공,주민자치기관,율곡동 주민센터,경상북도 김천시 혁신4로 21,054-434-5640,http://www.gimcheon.go.kr/district/yulgok/,자료없음,
81,경상북도 ,공공,국가 및 지자체,안동시청,경상북도 안동시 퇴계로 115,054-840-6114,http://www.andong.go.kr/,0,
82,경상북도 ,공공,주민자치기관,풍산읍 주민센터,경상북도 안동시 풍산읍 풍산중앙길 99,054-858-6001,http://www.andong.go.kr/csc/pungsan/main.do,자료없음,
83,경상북도 ,공공,주민자치기관,와룡면 주민센터,경상북도 안동시 와룡면 퇴계로 823,054-857-2001,http://www.andong.go.kr/csc/waryong/main.do,자료없음,
84,경상북도 ,공공,주민자치기관,북후면 주민센터,경상북도 안동시 북후면 북평로 877,054-859-5006,http://www.andong.go.kr/csc/bukhu/main.do,자료없음,
85,경상북도 ,공공,주민자치기관,서후면 주민센터,경상북도 안동시 서후면 서후중앙길 20,054-852-2201,http://www.andong.go.kr/csc/seohu/main.do,자료없음,
86,경상북도 ,공공,주민자치기관,풍천면 주민센터,경상북도 안동시 풍천면 지풍로 1471,054-853-2005,http://www.andong.go.kr/csc/pungcheon/main.do,자료없음,
87,경상북도 ,공공,주민자치기관,일직면 주민센터,경상북도 안동시 일직면 중앙통길 12,054-858-4500,http://www.andong.go.kr/csc/iljik/main.do,자료없음,
88,경상북도 ,공공,주민자치기관,남후면 주민센터,경상북도 안동시 남후면 남일로 1465-9,054-859-1221,http://www.andong.go.kr/csc/namhu/main.do,자료없음,
89,경상북도 ,공공,주민자치기관,남선면 주민센터,경상북도 안동시 남선면 충효로 3866,054-822-0401,http://www.andong.go.kr/csc/namseon/main.do,자료없음,
90,경상북도 ,공공,주민자치기관,임하면 주민센터,경상북도 안동시 임하면 충효로 3254,054-822-3005,http://www.andong.go.kr/csc/imha/main.do,자료없음,
91,경상북도 ,공공,주민자치기관,길안면 주민센터,경상북도 안동시 길안면 길안청송로3,054-822-2005,http://www.andong.go.kr/csc/giran/main.do,자료없음,
92,경상북도 ,공공,주민자치기관,임동면 주민센터,경상북도 안동시 임동면 편항1길 11,054-822-3001,http://www.andong.go.kr/csc/imdong/main.do,자료없음,
93,경상북도 ,공공,주민자치기관,예안면 주민센터,경상북도 안동시 예안면 임예로 1918,054-822-2574,http://www.andong.go.kr/csc/yean/main.do,자료없음,
94,경상북도 ,공공,주민자치기관,도산면 주민센터,경상북도 안동시 도산면 퇴계로 2547,054-856-1301,http://www.andong.go.kr/csc/dosan/main.do,자료없음,
95,경상북도 ,공공,주민자치기관,녹전면 주민센터,경상북도 안동시 녹전면 녹전로 713,054-856-0511,http://www.andong.go.kr/csc/nokjeon/main.do,자료없음,
96,경상북도 ,공공,주민자치기관,중구동 주민센터,경상북도 안동시 서동문로 238,054-857-7214,http://www.andong.go.kr/csc/junggu/main.do,첨부파일,
97,경상북도 ,공공,주민자치기관,명륜동 주민센터,경상북도 안동시 정백이골길 6,054-858-3215,http://www.andong.go.kr/csc/myeongnyun/main.do,첨부파일,
98,경상북도 ,공공,주민자치기관,용상동 주민센터,경상북도 안동시 전거리1길 93,054-821-3218,http://www.andong.go.kr/csc/yongsang/main.do,첨부파일,
99,경상북도 ,공공,주민자치기관,서구동 주민센터,경상북도 안동시 안기천로 78,054-852-3583,http://www.andong.go.kr/csc/seogu/main.do,첨부파일,
100,경상북도 ,공공,주민자치기관,태화동 주민센터,경상북도 안동시 태화중앙로 100,054-852-3404,http://www.andong.go.kr/csc/taehwa/main.do,첨부파일,
101,경상북도 ,공공,주민자치기관,평화동 주민센터,경상북도 안동시 평화3길 5,054-852-3927,http://www.andong.go.kr/csc/pyeonghwa/main.do,첨부파일,
102,경상북도 ,공공,주민자치기관,안기동 주민센터,경상북도 안동시 제비원로 355,054-852-3929,http://www.andong.go.kr/csc/angi/main.do,첨부파일,
103,경상북도 ,공공,주민자치기관,옥동 주민센터,경상북도 안동시 옥동3길 27,054-852-3353,http://www.andong.go.kr/csc/okdong/main.do,첨부파일,
104,경상북도 ,공공,주민자치기관,송하동 주민센터,경상북도 안동시 송하1길 60,054-852-3354,http://www.andong.go.kr/csc/songha/main.do,첨부파일,
105,경상북도 ,공공,주민자치기관,강남동 주민센터,경상북도 안동시 강남5길 185,054-858-7920,http://www.andong.go.kr/csc/gangnam/main.do,첨부파일,
106,경상북도 ,공공,국가 및 지자체,구미시청,경상북도 구미시 송정대로 55,054-480-6114,http://www.gumi.go.kr/,0,
107,경상북도 ,공공,주민자치기관,선산읍 주민센터,경상북도 구미시 선산읍 선산중앙로 71-1,054-480-7014,http://www.gumi.go.kr/csc/seonsan/main.do,자료없음,
108,경상북도 ,공공,주민자치기관,고아읍 주민센터,경상북도 구미시 고아읍 선산대로 980,054-480-7062,http://www.gumi.go.kr/csc/goa/main.do,자료없음,
109,경상북도 ,공공,주민자치기관,도개면 주민센터,경상북도 구미시 도개면 도안로 103,054-480-7265,http://www.gumi.go.kr/csc/dogae/main.do,자료없음,
110,경상북도 ,공공,주민자치기관,장천면 주민센터,경상북도 구미시 장천면 강동로 184,054-480-7878,http://www.gumi.go.kr/csc/jangcheon/main.do,자료없음,
111,경상북도 ,공공,주민자치기관,무을면 주민센터,경상북도 구미시 무을면 상무로 981,054-480-7204,http://www.gumi.go.kr/csc/mueul/main.do,자료없음,
112,경상북도 ,공공,주민자치기관,해평면 주민센터,경상북도 구미시 해평면 강동로 1672,054-474-4227,http://www.gumi.go.kr/csc/haepyeong/main.do,자료없음,
113,경상북도 ,공공,주민자치기관,산동면 주민센터,경상북도 구미시 산동면 강동로 1038-5,054-480-7331,http://www.gumi.go.kr/csc/sandong/main.do,자료없음,
114,경상북도 ,공공,주민자치기관,옥성면 주민센터,경상북도 구미시 옥성면 주아령로 415,054-480-7233,http://www.gumi.go.kr/csc/okseong/main.do,자료없음,
115,경상북도 ,공공,주민자치기관,송정동 주민센터,경상북도 구미시 신시로 102,054-480-7401,http://www.gumi.go.kr/csc/songjeong/main.do,자료없음,
116,경상북도 ,공공,주민자치기관,원평1동 주민센터,경상북도 구미시 구미중앙로 25길 20,054-480-7424,http://www.gumi.go.kr/csc/wonpyeong1/main.do,자료없음,
117,경상북도 ,공공,주민자치기관,원평2동 주민센터,경상북도 구미시 구미중앙로 24,054-480-7440,http://www.gumi.go.kr/csc/wonpyeong2/main.do,자료없음,
118,경상북도 ,공공,주민자치기관,지산동 주민센터,경상북도 구미시 선산대로 105,054-480-7461,http://www.gumi.go.kr/csc/jisan/main.do,자료없음,
119,경상북도 ,공공,주민자치기관,도량동 주민센터,경상북도 구미시 문장로12길 1,054-480-7481,http://www.gumi.go.kr/csc/doryang/main.do,자료없음,
120,경상북도 ,공공,주민자치기관,선주원남동 주민센터,경상북도 구미시 봉곡로 42,054-452-5626,http://www.gumi.go.kr/csc/seonjuwonnam/main.do,자료없음,
121,경상북도 ,공공,주민자치기관,형곡1동 주민센터,경상북도 구미시 경은로 52,054-480-7531,http://www.gumi.go.kr/csc/hyeonggok1/main.do,자료없음,
122,경상북도 ,공공,주민자치기관,형곡2동 주민센터,경상북도 구미시 형곡로 180,054-480-7551,http://www.gumi.go.kr/csc/hyeonggok2/main.do,자료없음,
123,경상북도 ,공공,주민자치기관,신평1동 주민센터,경상북도 구미시 칠성로 32,054-480-7573,http://www.gumi.go.kr/csc/sinpyeong1/main.do,자료없음,
124,경상북도 ,공공,주민자치기관,신평2동 주민센터,경상북도 구미시 신비로7길 9,054-480-7601,http://www.gumi.go.kr/csc/sinpyeong2/main.do,자료없음,
125,경상북도 ,공공,주민자치기관,비산동 주민센터,경상북도 구미시 신비로 177-3,054-480-7620,http://www.gumi.go.kr/csc/bisan/main.do,자료없음,
126,경상북도 ,공공,주민자치기관,공단1동 주민센터,경상북도 구미시 비산로 4,054-480-7641,http://www.gumi.go.kr/csc/gongdan1/main.do,자료없음,
127,경상북도 ,공공,주민자치기관,공단2동 주민센터,경상북도 구미시 1공단로 198-8,054-480-7661,http://www.gumi.go.kr/csc/gongdan2/main.do,자료없음,
128,경상북도 ,공공,주민자치기관,광평동 주민센터,경상북도 구미시 광평길 55,054-480-7681,http://www.gumi.go.kr/csc/gwangpyeong/main.do,자료없음,
129,경상북도 ,공공,주민자치기관,상모사곡동 주민센터,경상북도 구미시 상사서로 199,054-480-7701,http://www.gumi.go.kr/csc/sangmosagok/main.do,자료없음,
130,경상북도 ,공공,주민자치기관,임오동 주민센터,경상북도 구미시 임은길 61,054-480-7894,http://www.gumi.go.kr/csc/imo/main.do,자료없음,
131,경상북도 ,공공,주민자치기관,인동 주민센터,경상북도 구미시 인동15길 42,054-480-7895,http://www.gumi.go.kr/csc/indong/main.do,자료없음,
132,경상북도 ,공공,주민자치기관,진미동 주민센터,경상북도 구미시 이계북로 149,054-480-7896,http://www.gumi.go.kr/csc/jinmi/main.do,자료없음,
133,경상북도 ,공공,주민자치기관,양포동 주민센터,경상북도 구미시 산호대로 35길 6,054-480-7897,http://www.gumi.go.kr/csc/yangpo/main.do,자료없음,
134,경상북도 ,공공,국가 및 지자체,영주시청,경상북도 영주시 시청로 1,054-634-3100,http://www.yeongju.go.kr/,0,
135,경상북도 ,공공,주민자치기관,풍기읍 주민센터,경상북도 영주시 풍기읍 남원로 80,054-636-3001,http://www.yeongju.go.kr/open_content/village/punggi/index.do,통일성없음,
136,경상북도 ,공공,주민자치기관,이산면 주민센터,경상북도 영주시 이산면 이산로201,054-632-3265,http://www.yeongju.go.kr/open_content/village/isan/index.do,통일성없음,
137,경상북도 ,공공,주민자치기관,평은면 주민센터,경북 영주시 평은면 천상로70-27,054-637-4301,http://www.yeongju.go.kr/open_content/village/pyeongeun/index.do,0,
138,경상북도 ,공공,주민자치기관,문수면 주민센터,경상북도 영주시 문수면 문수로1363번길 35,054-637-2101,http://www.yeongju.go.kr/open_content/village/munsu/index.do,0,
139,경상북도 ,공공,주민자치기관,장수면 주민센터,경상북도 영주시 장수면 장수로50,054-637-6302,http://www.yeongju.go.kr/open_content/village/jangsu/index.do,0,
140,경상북도 ,공공,주민자치기관,안정면 주민센터,경상북도 영주시 안정면 신재로537,054-634-2729,http://www.yeongju.go.kr/open_content/village/anjeong/index.do,0,
141,경상북도 ,공공,주민자치기관,봉현면 주민센터,경상북도 영주시 봉현면 오현로27,054-636-2302,http://www.yeongju.go.kr/open_content/village/bonghyeon/index.do,0,
142,경상북도 ,공공,주민자치기관,순흥면 주민센터,경상북도 영주시 영주시 순흥면 순흥로67,054-633-3003,http://www.yeongju.go.kr/open_content/village/sunheung/index.do,0,
143,경상북도 ,공공,주민자치기관,단산면 주민센터,경상북도 영주시 단산면 옥대로36,054-633-3002,http://www.yeongju.go.kr/open_content/village/dansan/index.do,버려야됨,
144,경상북도 ,공공,주민자치기관,부석면 주민센터,경상북도 영주시 부석면 부석로49,054-633-3001,http://www.yeongju.go.kr/open_content/village/buseok/index.do,0,
145,경상북도 ,공공,주민자치기관,상망동 주민센터,경상북도 영주시 광복로 87,054-635-3302,http://www.yeongju.go.kr/open_content/village/sangmang/index.do,0,
146,경상북도 ,공공,주민자치기관,하망동 주민센터,경상북도 영주시 영주로280번길 21,054-635-3303,http://www.yeongju.go.kr/open_content/village/hamang/index.do,통일성없음,
147,경상북도 ,공공,주민자치기관,영주1동 주민센터,경상북도 영주시 광복로 47,054-635-3306,http://www.yeongju.go.kr/open_content/village/yeongju1/index.do,0,
148,경상북도 ,공공,주민자치기관,영주2동 주민센터,경상북도 영주시 선비로181번길 10,054-635-3308,http://www.yeongju.go.kr/open_content/village/yeongju2/index.do,0,
149,경상북도 ,공공,주민자치기관,휴천1동 주민센터,경상북도 영주시 남간로18,054-635-3309,http://www.yeongju.go.kr/open_content/village/hyucheon1/index.do,버려야됨,
150,경상북도 ,공공,주민자치기관,휴천2동 주민센터,경상북도 영주시 대학로22,054-635-3310,http://www.yeongju.go.kr/open_content/village/hyucheon2/index.do,통일성없음,
151,경상북도 ,공공,주민자치기관,휴천3동 주민센터,경상북도 영주시 구성로273번길 30,054-635-3311,http://www.yeongju.go.kr/open_content/village/hyucheon3/index.do,통일성없음,
152,경상북도 ,공공,주민자치기관,가흥1동 주민센터,경상북도 영주시 대동로13번길 9,054-635-3312,http://www.yeongju.go.kr/open_content/village/gaheung1/index.do,0,
153,경상북도 ,공공,주민자치기관,가흥2동 주민센터,경상북도 영주시 가흥로357,054-635-3313,http://www.yeongju.go.kr/open_content/village/gaheung2/index.do,0,
154,경상북도 ,공공,국가 및 지자체,영천시청,경상북도 영천시 시청로 16,054-330-6000,http://www.yc.go.kr/,0,
155,경상북도 ,공공,주민자치기관,금호읍 주민센터,경상북도 영천시 금호읍 금호로 153,054-339-7011,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong001,자료없음,
156,경상북도 ,공공,주민자치기관,청통면 주민센터,경상북도 영천시 청통면 금송로 978,054-339-7113,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong002,자료없음,
157,경상북도 ,공공,주민자치기관,신녕면 주민센터,경북 영천시 신녕면 화성 중앙길 30,054-339-7210,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong003,자료없음,
158,경상북도 ,공공,주민자치기관,화산면 주민센터,경상북도 영천시 화산면 연지길 16,054-339-7311,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong004,자료없음,
159,경상북도 ,공공,주민자치기관,화북면 주민센터,경상북도 영천시 화북면 화북길 93,054-339-7413,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong005,자료없음,
160,경상북도 ,공공,주민자치기관,화남면 주민센터,경상북도 영천시 화남면 신화로 1197,054-339-7513,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong006,자료없음,
161,경상북도 ,공공,주민자치기관,자양면 주민센터,경상북도 영천시 자양면 포은로 1631,054-339-7612,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong007,자료없음,
162,경상북도 ,공공,주민자치기관,임고면 주민센터,경상북도 영천시 임고면 포은로 491,054-339-7715,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong008,자료없음,
163,경상북도 ,공공,주민자치기관,고경면 주민센터,경북 영천시 고경면 호국로 1065-25,054-339-7810,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong009,자료없음,
164,경상북도 ,공공,주민자치기관,북안면 주민센터,경상북도 영천시 운북로 1995,054-339-7911,http://www.yc.go.kr/ycCitizen/main.do?siteCode=dong010,자료없음,
