번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고
65,대구광역시 ,공공,주민자치기관,대명9동 주민센터,대구광역시 남구 큰골길 53,053-664-3911,http://nam.daegu.kr/dong/index.do?menu_id=00001865,0,
66,대구광역시 ,공공,주민자치기관,대명10동 주민센터,대구광역시 남구 대명복개로4길 166,053-664-3931,http://nam.daegu.kr/dong/index.do?menu_id=00001866,0,
67,대구광역시 ,공공,주민자치기관,대명11동 주민센터,대구광역시 남구 대명로 16,053-664-3951,http://nam.daegu.kr/dong/index.do?menu_id=00001867,0,
68,대구광역시 ,공공,국가 및 지자체,북구청,대구광역시 북구 옥산로 65,053-665-2000,http://www.buk.daegu.kr/,0,
69,대구광역시 ,공공,주민자치기관,고성동 주민센터,대구광역시 북구 고성로31길 21,053-665-3301,http://www.buk.daegu.kr/dong/index.do?menu_id=00000392,주민자치센터강좌통합,
70,대구광역시 ,공공,주민자치기관,칠성동 주민센터,대구광역시 북구 칠성로19길 4,053-665-3302,http://www.buk.daegu.kr/dong/index.do?menu_id=00000393,,
71,대구광역시 ,공공,주민자치기관,침산1동 주민센터,대구광역시 북구 침산남로13길 16,053-665-3303,http://www.buk.daegu.kr/dong/index.do?menu_id=00000394,,
72,대구광역시 ,공공,주민자치기관,침산2동 주민센터,대구광역시 북구 침산남로 195,053-665-3304,http://www.buk.daegu.kr/dong/index.do?menu_id=00000395,,
73,대구광역시 ,공공,주민자치기관,침산3동 주민센터,대구광역시 북구 성북로 55,053-665-3305,http://www.buk.daegu.kr/dong/index.do?menu_id=00000396,,
74,대구광역시 ,공공,주민자치기관,산격1동 주민센터,대구광역시 북구 연암로36길 6,053-665-3308,http://www.buk.daegu.kr/dong/index.do?menu_id=00000398,,
75,대구광역시 ,공공,주민자치기관,산격2동 주민센터,대구광역시 북구 동북로31길 30,053-665-3309,http://www.buk.daegu.kr/dong/index.do?menu_id=00000399,,
76,대구광역시 ,공공,주민자치기관,산격3동 주민센터,대구광역시 북구 대학로17길 11,053-665-3310,http://www.buk.daegu.kr/dong/index.do?menu_id=00000400,,
77,대구광역시 ,공공,주민자치기관,산격4동 주민센터,대구광역시 북구 대구체육관로 48,053-665-3311,http://www.buk.daegu.kr/dong/index.do?menu_id=00000401,,
78,대구광역시 ,공공,주민자치기관,대현동 주민센터,대구광역시 북구 대현남로 25,053-665-3315,http://www.buk.daegu.kr/dong/index.do?menu_id=00000404,,
79,대구광역시 ,공공,주민자치기관,복현1동 주민센터,대구광역시 북구 동북로52길 7,053-665-3312,http://www.buk.daegu.kr/dong/index.do?menu_id=00000402,,
80,대구광역시 ,공공,주민자치기관,복현2동 주민센터,대구광역시 북구 복현로8길 16-5,053-665-3313,http://www.buk.daegu.kr/dong/index.do?menu_id=00000403,,
81,대구광역시 ,공공,주민자치기관,검단동 주민센터,대구광역시 북구 검단로41길 12,053-665-3316,http://www.buk.daegu.kr/dong/index.do?menu_id=00000405,,
82,대구광역시 ,공공,주민자치기관,노원동 주민센터,대구광역시 북구 노원로10길 166,053-665-3306,http://www.buk.daegu.kr/dong/index.do?menu_id=00000397,,
83,대구광역시 ,공공,주민자치기관,무태조야동 주민센터,대구광역시 북구 호국로43길 20,053-665-3317,http://www.buk.daegu.kr/dong/index.do?menu_id=00000406,,
84,대구광역시 ,공공,주민자치기관,관문동 주민센터,대구광역시 북구 매천로18길 34,053-665-3318,http://www.buk.daegu.kr/dong/index.do?menu_id=00000407,,
85,대구광역시 ,공공,주민자치기관,태전1동 주민센터,대구광역시 북구 태전로7길 10-24,053-665-3319,http://www.buk.daegu.kr/dong/index.do?menu_id=00000408,,
86,대구광역시 ,공공,주민자치기관,태전2동 주민센터,대구광역시 북구 칠곡중앙대로52길 32,053-665-3320,http://www.buk.daegu.kr/dong/index.do?menu_id=00000409,,
87,대구광역시 ,공공,주민자치기관,구암동 주민센터,대구광역시 북구 구암서로 32,053-665-3321,http://www.buk.daegu.kr/dong/index.do?menu_id=00000410,,
88,대구광역시 ,공공,주민자치기관,관음동 주민센터,대구광역시 북구 관음동로 125,053-665-3322,http://www.buk.daegu.kr/dong/index.do?menu_id=00000411,,
89,대구광역시 ,공공,주민자치기관,읍내동 주민센터,대구광역시 북구 칠곡중앙대로 561,053-665-3323,http://www.buk.daegu.kr/dong/index.do?menu_id=00000412,,
90,대구광역시 ,공공,주민자치기관,동천동 주민센터,대구광역시 북구 대천로 81,053-665-3324,http://www.buk.daegu.kr/dong/index.do?menu_id=00000413,,
91,대구광역시 ,공공,주민자치기관,국우동 주민센터,대구광역시 북구 구리로 188,053-665-3325,http://www.buk.daegu.kr/dong/index.do?menu_id=00000414,,
92,대구광역시 ,공공,국가 및 지자체,수성구청,대구광역시 수성구 달구벌대로 2450,053-666-2000,http://www.suseong.kr/,0,
93,대구광역시 ,공공,주민자치기관,범어1동 주민센터,대구광역시 수성구 범어천로 97,053-666-3301,http://www.suseong.kr/dong/index.do?menu_id=00000271,0,
94,대구광역시 ,공공,주민자치기관,범어2동 주민센터,대구광역시 수성구 달구벌대로489안길 7,053-666-3302,http://www.suseong.kr/dong/index.do?menu_id=00001231,0,
95,대구광역시 ,공공,주민자치기관,범어3동 주민센터,대구광역시 수성구 들안로 403-1,053-666-3303,http://www.suseong.kr/dong/index.do?menu_id=00001232,0,
96,대구광역시 ,공공,주민자치기관,범어4동 주민센터,대구광역시 수성구 범어로20길 97,053-666-3304,http://www.suseong.kr/dong/index.do?menu_id=00001233,0,
97,대구광역시 ,공공,주민자치기관,만촌1동 주민센터,대구광역시 수성구 국채보상로 1001,053-666-3305,http://www.suseong.kr/dong/index.do?menu_id=00001234,자료없음,
98,대구광역시 ,공공,주민자치기관,만촌2동 주민센터,대구광역시 수성구 무열로 12,053-666-3306,http://www.suseong.kr/dong/index.do?menu_id=00001235,0,
99,대구광역시 ,공공,주민자치기관,만촌3동 주민센터,대구광역시 수성구 교학로2길 45,053-666-3307,http://www.suseong.kr/dong/index.do?menu_id=00001236,0,
100,대구광역시 ,공공,주민자치기관,수성1가동 주민센터,대구광역시 수성구 명덕로73길 7,053-666-3308,http://www.suseong.kr/dong/index.do?menu_id=00001237,0,
101,대구광역시 ,공공,주민자치기관,"수성2,3가동 주민센터",대구광역시 수성구 명덕로 443-2,053-666-3309,http://www.suseong.kr/dong/index.do?menu_id=00001238,0,
102,대구광역시 ,공공,주민자치기관,수성4가동 주민센터,대구광역시 수성구 들안로67길 64,053-666-3310,http://www.suseong.kr/dong/index.do?menu_id=00001239,0,
103,대구광역시 ,공공,주민자치기관,황금1동 주민센터,대구광역시 수성구 청호로57길 10,053-666-3311,http://www.suseong.kr/dong/index.do?menu_id=00001240,0,
104,대구광역시 ,공공,주민자치기관,황금2동 주민센터,대구광역시 수성구 청수로31길 45,053-666-3312,http://www.suseong.kr/dong/index.do?menu_id=00001241,0,
105,대구광역시 ,공공,주민자치기관,중동 주민센터,대구광역시 수성구 수성로50길 38,053-666-3313,http://www.suseong.kr/dong/index.do?menu_id=00001242,0,
106,대구광역시 ,공공,주민자치기관,상동 주민센터,대구광역시 수성구 들안로9길 56,053-666-3314,http://www.suseong.kr/dong/index.do?menu_id=00001243,0,
107,대구광역시 ,공공,주민자치기관,파동 주민센터,대구광역시 수성구 파동로 136,053-666-3315,http://www.suseong.kr/dong/index.do?menu_id=00001244,0,
108,대구광역시 ,공공,주민자치기관,두산동 주민센터,대구광역시 수성구 무학로 112,053-666-3316,http://www.suseong.kr/dong/index.do?menu_id=00001245,0,
109,대구광역시 ,공공,주민자치기관,지산1동 주민센터,대구광역시 수성구 지범로21길 16,053-666-3317,http://www.suseong.kr/dong/index.do?menu_id=00001246,0,
110,대구광역시 ,공공,주민자치기관,지산2동 주민센터,대구광역시 수성구 용학로33길 9,053-666-3318,http://www.suseong.kr/dong/index.do?menu_id=00001247,0,
111,대구광역시 ,공공,주민자치기관,범물1동 주민센터,대구광역시 수성구 범안로 76,053-666-3319,http://www.suseong.kr/dong/index.do?menu_id=00001248,0,
112,대구광역시 ,공공,주민자치기관,범물2동 주민센터,대구광역시 수성구 범안로 52,053-666-3320,http://www.suseong.kr/dong/index.do?menu_id=00001249,0,
113,대구광역시 ,공공,주민자치기관,고산1동 주민센터,대구광역시 수성구 달구벌대로 3260-2,053-666-3321,http://www.suseong.kr/dong/index.do?menu_id=00001250,0,
114,대구광역시 ,공공,주민자치기관,고산2동 주민센터,대구광역시 수성구 달구벌대로 3091,053-666-3322,http://www.suseong.kr/dong/index.do?menu_id=00001251,자료없음,
115,대구광역시 ,공공,주민자치기관,고산3동 주민센터,대구광역시 수성구 고산로 152,053-666-3323,http://www.suseong.kr/dong/index.do?menu_id=00001252,0,
116,대구광역시 ,공공,국가 및 지자체,달서구청,대구광역시 달서구 학산로 45,053-667-2000,http://www.dalseo.daegu.kr/,0,
117,대구광역시 ,공공,주민자치기관,성당동 주민센터,대구광역시 달서구 야외음악당로 38,053-667-4011,http://www.dalseo.daegu.kr/dong/seongdang/,0,
118,대구광역시 ,공공,주민자치기관,"두류1,2동 주민센터",대구광역시 달서구 성당로51길 32,053-667-4061,http://www.dalseo.daegu.kr/dong/dury12/,0,
119,대구광역시 ,공공,주민자치기관,두류3동 주민센터,대구광역시 달서구 야외음악당로39길 24,053-667-4115,http://www.dalseo.daegu.kr/dong/dury3/,0,
120,대구광역시 ,공공,주민자치기관,본리동 주민센터,대구광역시 달서구 당산로 37-14,053-667-4141,http://www.dalseo.daegu.kr/dong/bolli/,0,
121,대구광역시 ,공공,주민자치기관,감삼동 주민센터,대구광역시 달서구 감삼북길 119-10,053-667-4172,http://www.dalseo.daegu.kr/dong/gamsam/,0,
122,대구광역시 ,공공,주민자치기관,죽전동 주민센터,대구광역시 달서구 와룡로54길 28,053-667-4201,http://www.dalseo.daegu.kr/dong/jukjeon/,0,
123,대구광역시 ,공공,주민자치기관,장기동 주민센터,대구광역시 달서구 장기로 277,053-667-4231,http://www.dalseo.daegu.kr/dong/janggi/,0,
124,대구광역시 ,공공,주민자치기관,용산1동 주민센터,대구광역시 달서구 용산로 212-7,053-667-4261,http://www.dalseo.daegu.kr/dong/yongsan1/,0,
125,대구광역시 ,공공,주민자치기관,용산2동 주민센터,대구광역시 달서구 선원로 278,053-667-4304,http://www.dalseo.daegu.kr/dong/yongsan2/,0,
126,대구광역시 ,공공,주민자치기관,이곡1동 주민센터,대구광역시 달서구 달구벌대로 1309,053-667-4321,http://www.dalseo.daegu.kr/dong/igok1/,0,
127,대구광역시 ,공공,주민자치기관,이곡2동 주민센터,대구광역시 달서구 계대동문로 77,053-667-4357,http://www.dalseo.daegu.kr/dong/igok2/,0,
128,대구광역시 ,공공,주민자치기관,신당동 주민센터,대구광역시 달서구 선원로 60,053-667-4381,http://www.dalseo.daegu.kr/dong/sindang/,0,
129,대구광역시 ,공공,주민자치기관,월성1동 주민센터,대구광역시 달서구 조암남로 97,053-667-4411,http://www.dalseo.daegu.kr/dong/wolseong1/,0,
130,대구광역시 ,공공,주민자치기관,월성2동 주민센터,대구광역시 달서구 월성로 65,053-667-4441,http://www.dalseo.daegu.kr/dong/wolseong2/,0,
131,대구광역시 ,공공,주민자치기관,진천동 주민센터,대구광역시 달서구 진천로9길 33,053-667-4477,http://www.dalseo.daegu.kr/dong/jincheon/,0,
132,대구광역시 ,공공,주민자치기관,상인1동 주민센터,대구광역시 달서구 상인서로 40,053-667-4601,http://www.dalseo.daegu.kr/dong/sangin1/,0,
133,대구광역시 ,공공,주민자치기관,상인2동 주민센터,대구광역시 달서구 상원로 27,053-667-4635,http://www.dalseo.daegu.kr/dong/sangin2/,0,
134,대구광역시 ,공공,주민자치기관,상인3동 주민센터,대구광역시 달서구 상인로 25,053-667-4661,http://www.dalseo.daegu.kr/dong/sangin3/,0,
135,대구광역시 ,공공,주민자치기관,도원동 주민센터,대구광역시 달서구 한실로 53,053-667-4691,http://www.dalseo.daegu.kr/dong/dowon/,0,
136,대구광역시 ,공공,주민자치기관,송현1동 주민센터,대구광역시 달서구 중흥로8길 41,053-667-4721,http://www.dalseo.daegu.kr/dong/songhyeon1/,0,
137,대구광역시 ,공공,주민자치기관,송현2동 주민센터,대구광역시 달서구 월배로83길 120-14,053-667-4751,http://www.dalseo.daegu.kr/dong/songhyeon2/,0,
138,대구광역시 ,공공,주민자치기관,본동 주민센터,대구광역시 달서구 구마로26길 62,053-667-4781,http://www.dalseo.daegu.kr/dong/bon/,0,
139,대구광역시 ,공공,국가 및 지자체,달성군청,대구광역시 달성군 논공읍 달성군청로 33,053-668-2000,http://www.dalseong.daegu.kr/new/dalseong/main/main.html,자료없음,
140,대구광역시 ,공공,주민자치기관,화원읍 주민센터,대구광역시 달성군 화원읍 비슬로 2594,053-668-3301,http://www.dalseong.daegu.kr/new/town/hwawon/html/main.html,,
141,대구광역시 ,공공,주민자치기관,논공읍 주민센터,대구광역시 달성군 논공읍 비슬로 1779,053-668-5471,http://www.dalseong.daegu.kr/new/town/nonggong/html/main.html,,
142,대구광역시 ,공공,주민자치기관,다사읍 주민센터,대구광역시 달성군 다사읍 매곡로 7,053-668-5523,http://www.dalseong.daegu.kr/new/town/dasa/html/main.html,,
143,대구광역시 ,공공,주민자치기관,가창면 주민센터,대구광역시 달성군 가창면 가창로 1100,053-668-3304,http://www.dalseong.daegu.kr/new/town/gachang/html/main.html,,
144,대구광역시 ,공공,주민자치기관,하빈면 주민센터,대구광역시 달성군 하빈면 하빈로84길 1,053-668-3305,http://www.dalseong.daegu.kr/new/town/habin/html/main.html,,
145,대구광역시 ,공공,주민자치기관,옥포면 주민센터,대구광역시 달성군 옥포면 비슬로 2215,053-668-5651,http://www.dalseong.daegu.kr/new/town/okpo/html/main.html,,
146,대구광역시 ,공공,주민자치기관,현풍면 주민센터,대구광역시 달성군 현풍면 비슬로134길 157,053-668-3307,http://www.dalseong.daegu.kr/new/town/hyeonpung/html/main.html,,
147,대구광역시 ,공공,주민자치기관,유가면 주민센터,대구광역시 달성군 유가면 테크노상업로 95,053-668-3308,http://www.dalseong.daegu.kr/new/town/yuga/html/main.html,,
148,대구광역시 ,공공,주민자치기관,구지면 주민센터,대구광역시 달성군 구지면 창리로11길 38,053-668-3309,http://www.dalseong.daegu.kr/new/town/guji/html/main.html,,
149,대구광역시 ,공공,국가 및 지자체,대구평생교육진흥원,대구광역시 수성구 청수로 43 대구파이낸스센터 17층,053-770-5043,http://tong.daegu.go.kr/,,
150,대구광역시 ,,,,,,,,
151,대구광역시 ,,,,,,,,
152,대구광역시 ,,,,,,,,
153,대구광역시 ,,,,대구끝.,,,,
154,대구광역시 ,,,,,,,,
155,대구광역시 ,,,,,,,,
156,대구광역시 ,,,,,,,,
157,대구광역시 ,,,,,,,,
158,대구광역시 ,,,,,,,,
159,대구광역시 ,,,,,,,,
160,대구광역시 ,,,,,,,,
161,대구광역시 ,,,,,,,,
162,대구광역시 ,,,,,,,,
163,대구광역시 ,,,,,,,,
164,대구광역시 ,,,,,,,,
165,대구광역시 ,,,,,,,,
166,대구광역시 ,,,,,,,,
167,대구광역시 ,,,,,,,,
168,대구광역시 ,,,,,,,,
169,대구광역시 ,,,,,,,,
170,대구광역시 ,,,,,,,,
171,대구광역시 ,,,,,,,,
172,대구광역시 ,,,,,,,,
173,대구광역시 ,,,,,,,,
174,대구광역시 ,,,,,,,,
175,대구광역시 ,,,,,,,,
176,대구광역시 ,,,,,,,,
177,대구광역시 ,,,,,,,,
178,대구광역시 ,,,,,,,,
179,대구광역시 ,,,,,,,,
180,대구광역시 ,,,,,,,,
181,대구광역시 ,,,,,,,,
182,대구광역시 ,,,,,,,,
183,대구광역시 ,,,,,,,,
184,대구광역시 ,,,,,,,,
185,대구광역시 ,,,,,,,,
186,대구광역시 ,,,,,,,,
187,대구광역시 ,,,,,,,,
188,대구광역시 ,,,,,,,,
189,대구광역시 ,,,,,,,,
190,대구광역시 ,,,,,,,,
191,대구광역시 ,,,,,,,,
192,대구광역시 ,,,,,,,,
193,대구광역시 ,,,,,,,,
194,대구광역시 ,,,,,,,,
195,대구광역시 ,,,,,,,,
196,대구광역시 ,,,,,,,,
197,대구광역시 ,,,,,,,,
198,대구광역시 ,,,,,,,,
199,대구광역시 ,,,,,,,,
200,대구광역시 ,,,,,,,,
201,대구광역시 ,,,,,,,,
202,대구광역시 ,,,,,,,,
203,대구광역시 ,,,,,,,,
204,대구광역시 ,,,,,,,,
205,대구광역시 ,,,,,,,,
206,대구광역시 ,,,,,,,,
207,대구광역시 ,,,,,,,,
208,대구광역시 ,,,,,,,,
209,대구광역시 ,,,,,,,,
210,대구광역시 ,,,,,,,,
211,대구광역시 ,,,,,,,,
212,대구광역시 ,,,,,,,,
213,대구광역시 ,,,,,,,,
214,대구광역시 ,,,,,,,,
215,대구광역시 ,,,,,,,,
216,대구광역시 ,,,,,,,,
217,대구광역시 ,,,,,,,,
218,대구광역시 ,,,,,,,,
219,대구광역시 ,,,,,,,,
220,대구광역시 ,,,,,,,,
221,대구광역시 ,,,,,,,,
222,대구광역시 ,,,,,,,,
223,대구광역시 ,,,,,,,,
224,대구광역시 ,,,,,,,,
225,대구광역시 ,,,,,,,,
226,대구광역시 ,,,,,,,,
227,대구광역시 ,,,,,,,,
228,대구광역시 ,,,,,,,,
229,대구광역시 ,,,,,,,,
230,대구광역시 ,,,,,,,,
231,대구광역시 ,,,,,,,,
232,대구광역시 ,,,,,,,,
233,대구광역시 ,,,,,,,,
