번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고
24,인천광역시 ,공공,주민자치기관,송림6동 주민센터,인천광역시 동구 샛골로162번길 56,032-770-5940,http://www.icdonggu.go.kr/open_content/dong/?dong=23,,
25,인천광역시 ,공공,주민자치기관,금창동 주민센터,인천광역시 동구 금곡로36번길 16,032-770-5960,http://www.icdonggu.go.kr/open_content/dong/?dong=17,,
26,인천광역시 ,공공,국가 및 지자체,남구청,인천광역시 남구 독정이로 95,032-887-1011,http://www.namgu.incheon.kr/,,
27,인천광역시 ,공공,주민자치기관,"숭의1,3동 주민센터",인천광역시 남구 석정로92번길 21-17,032-728-6101,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=24,,
28,인천광역시 ,공공,주민자치기관,숭의2동 주민센터,인천광역시 남구 경인로34번길 20,032-728-6121,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=25,,
29,인천광역시 ,공공,주민자치기관,숭의4동 주민센터,인천광역시 남구 경인로156번길 32,032-728-6141,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=27,,
30,인천광역시 ,공공,주민자치기관,"용현1,4동 주민센터",인천광역시 남구 인주대로 198,032-728-6161,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=28,,
31,인천광역시 ,공공,주민자치기관,용현2동 주민센터,인천광역시 남구 낙섬중로 101,032-728-6181,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=29,,
32,인천광역시 ,공공,주민자치기관,용현3동 주민센터,인천광역시 남구 인주대로 133,032-728-6201,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=30,,
33,인천광역시 ,공공,주민자치기관,용현5동 주민센터,인천광역시 남구 토금북로 60,032-728-6221,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=32,,
34,인천광역시 ,공공,주민자치기관,학익1동 주민센터,인천광역시 남구 매소홀로 380,032-728-6241,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=51,,
35,인천광역시 ,공공,주민자치기관,학익2동 주민센터,인천광역시 남구 한나루로 444,032-728-6261,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=52,,
36,인천광역시 ,공공,주민자치기관,도화1동 주민센터,인천광역시 남구 경인로 295,032-728-6281,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=15,,
37,인천광역시 ,공공,주민자치기관,"도화2,3동 주민센터",인천광역시 남구 숙골로43번길 14-21,032-728-6301,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=16,,
38,인천광역시 ,공공,주민자치기관,주안1동 주민센터,인천광역시 남구 주안1동 266-2,032-728-6321,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=39,,
39,인천광역시 ,공공,주민자치기관,주안2동 주민센터,인천광역시 남구 남주길43번길 14-29,032-880-4675,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=40,,
40,인천광역시 ,공공,주민자치기관,주안3동 주민센터,인천광역시 남구 주승로31번길 28-10,032-728-6361,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=41,,
41,인천광역시 ,공공,주민자치기관,주안4동 주민센터,인천광역시 남구 구월남로 5,032-728-6381,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=42,,
42,인천광역시 ,공공,주민자치기관,주안5동 주민센터,인천광역시 남구 석정로 462,032-728-6401,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=43,,
43,인천광역시 ,공공,주민자치기관,주안6동 주민센터,인천광역시 남구 경원대로864번길 59,032-728-6421,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=44,,
44,인천광역시 ,공공,주민자치기관,주안7동 주민센터,인천광역시 남구 인하로 265,032-728-6441,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=45,,
45,인천광역시 ,공공,주민자치기관,주안8동 주민센터,인천광역시 남구 인주대로470번길 24,032-728-6461,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=46,,
46,인천광역시 ,공공,주민자치기관,관교동 주민센터,인천광역시 남구 인하로 452,032-728-6481,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=6,,
47,인천광역시 ,공공,주민자치기관,문학동 주민센터,인천광역시 남구 소성로 339,032-728-6501,http://namgu.incheon.kr/dongoffice/index.asp?dong_idx=18,,
48,인천광역시 ,공공,국가 및 지자체,연수구청,인천광역시 연수구 원인재로 115,032-749-7114,http://www.yeonsu.go.kr/,,
49,인천광역시 ,공공,주민자치기관,옥련1동 주민센터,인천광역시 연수구 비류대로186번길 14,032-749-6000,http://www.yeonsu.go.kr/dong/?dong_idx=17,,
50,인천광역시 ,공공,주민자치기관,옥련2동 주민센터,인천광역시 연수구 옥련로 82,032-749-6050,http://www.yeonsu.go.kr/dong/?dong_idx=18,,
51,인천광역시 ,공공,주민자치기관,선학동 주민센터,인천광역시 연수구 선학로 54,032-749-6100,http://www.yeonsu.go.kr/dong/?dong_idx=19,,
52,인천광역시 ,공공,주민자치기관,연수1동 주민센터,인천광역시 연수구 함박뫼로 127,032-749-6150,http://www.yeonsu.go.kr/dong/?dong_idx=20,,
53,인천광역시 ,공공,주민자치기관,연수2동 주민센터,인천광역시 연수구 원인재로 158,032-749-6200,http://www.yeonsu.go.kr/dong/?dong_idx=21,,
54,인천광역시 ,공공,주민자치기관,연수3동 주민센터,인천광역시 연수구 원인재로 283,032-749-6250,http://www.yeonsu.go.kr/dong/?dong_idx=22,,
55,인천광역시 ,공공,주민자치기관,청학동 주민센터,인천광역시 연수구 비류대로294번길 26,032-749-6300,http://www.yeonsu.go.kr/dong/?dong_idx=23,,
56,인천광역시 ,공공,주민자치기관,동춘1동 주민센터,인천광역시 연수구 먼우금로 117,032-749-6350,http://www.yeonsu.go.kr/dong/?dong_idx=24,,
57,인천광역시 ,공공,주민자치기관,동춘2동 주민센터,인천광역시 연수구 먼우금로 41,032-749-6400,http://www.yeonsu.go.kr/dong/?dong_idx=25,,
58,인천광역시 ,공공,주민자치기관,동춘3동 주민센터,인천광역시 연수구 원인재로 110,032-749-6450,http://www.yeonsu.go.kr/dong/?dong_idx=26,,
59,인천광역시 ,공공,주민자치기관,송도1동 주민센터,인천광역시 연수구 하모니로35번길 8,032-749-6500,http://www.yeonsu.go.kr/dong/?dong_idx=39,,
60,인천광역시 ,공공,주민자치기관,송도2동 주민센터,인천광역시 연수구 신송로 248,032-749-6550,http://www.yeonsu.go.kr/dong/?dong_idx=53,,
61,인천광역시 ,공공,주민자치기관,송도3동 주민센터,인천광역시 연수구 송도과학로 32,032-749-6780,http://www.yeonsu.go.kr/dong/?dong_idx=64,,
62,인천광역시 ,공공,국가 및 지자체,남동구청,인천광역시 남동구 소래로 633,032-466-3811,http://www.namdong.go.kr/,,
63,인천광역시 ,공공,주민자치기관,구월1동 주민센터,인천광역시 남동구 독점로30번길 15,032-468-0561,http://www.namdong.go.kr/center/index.asp?dong_idx=26,,
64,인천광역시 ,공공,주민자치기관,구월2동 주민센터,인천광역시 남동구 구월로 208,032-453-5240,http://www.namdong.go.kr/center/index.asp?dong_idx=27,,
65,인천광역시 ,공공,주민자치기관,구월3동 주민센터,인천광역시 남동구 문화서로 84,032-453-5260,http://www.namdong.go.kr/center/index.asp?dong_idx=28,,
66,인천광역시 ,공공,주민자치기관,구월4동 주민센터,인천광역시 남동구 구월말로 7,032-468-6011,http://www.namdong.go.kr/center/index.asp?dong_idx=29,,
67,인천광역시 ,공공,주민자치기관,간석1동 주민센터,인천광역시 남동구 구월로137번길 39,032-422-0560,http://www.namdong.go.kr/center/index.asp?dong_idx=22,,
68,인천광역시 ,공공,주민자치기관,간석2동 주민센터,인천광역시 남동구 석촌로 13,032-453-5320,http://www.namdong.go.kr/center/index.asp?dong_idx=23,,
69,인천광역시 ,공공,주민자치기관,간석3동 주민센터,인천광역시 남동구 용천로 186,032-423-4304,http://www.namdong.go.kr/center/index.asp?dong_idx=24,,
70,인천광역시 ,공공,주민자치기관,간석4동 주민센터,인천광역시 남동구 벽돌말로19번길 7,032-432-6925,http://www.namdong.go.kr/center/index.asp?dong_idx=25,,
71,인천광역시 ,공공,주민자치기관,논현1동 주민센터,인천광역시 남동구 소래역로 115,032-453-5560,http://www.namdong.go.kr/center/index.asp?dong_idx=38,,
72,인천광역시 ,공공,주민자치기관,논현2동 주민센터,인천광역시 남동구 논현고잔로 248,032-442-6028,http://www.namdong.go.kr/center/?dong_idx=53,,
73,인천광역시 ,공공,주민자치기관,논현고잔동 주민센터,인천광역시 남동구 앵고개로847번길 32,032-453-5580,http://www.namdong.go.kr/center/?dong_idx=87,,
74,인천광역시 ,공공,주민자치기관,만수1동 주민센터,인천광역시 남동구 인주대로 851,032-464-3967,http://www.namdong.go.kr/center/index.asp?dong_idx=31,,
75,인천광역시 ,공공,주민자치기관,만수2동 주민센터,인천광역시 남동구 만수서로 46,032-463-0002,http://www.namdong.go.kr/center/index.asp?dong_idx=32,,
76,인천광역시 ,공공,주민자치기관,만수3동 주민센터,인천광역시 남동구 서판로 11,032-453-5420,http://www.namdong.go.kr/center/index.asp?dong_idx=33,,
77,인천광역시 ,공공,주민자치기관,만수4동 주민센터,인천광역시 남동구 만수로50번길 39,032-461-3005,http://www.namdong.go.kr/center/index.asp?dong_idx=34,,
78,인천광역시 ,공공,주민자치기관,만수5동 주민센터,인천광역시 남동구 만경로28번길 3,032-465-4815,http://www.namdong.go.kr/center/index.asp?dong_idx=35,,
79,인천광역시 ,공공,주민자치기관,만수6동 주민센터,인천광역시 남동구 장승남로 47,032-467-9011,http://www.namdong.go.kr/center/index.asp?dong_idx=36,,
80,인천광역시 ,공공,주민자치기관,장수서창동 주민센터,인천광역시 남동구 독곡로 28,032-453-5500,http://www.namdong.go.kr/center/index.asp?dong_idx=30,,
81,인천광역시 ,공공,주민자치기관,남촌도림동 주민센터,인천광역시 남동구 남촌동로 32,032-468-1864,http://www.namdong.go.kr/center/index.asp?dong_idx=37,,
82,인천광역시 ,공공,국가 및 지자체,부평구청,인천광역시 부평구 부평대로 168,032-509-6114,http://www.icbp.go.kr,,
83,인천광역시 ,공공,주민자치기관,부평1동 주민센터,인천광역시 부평구 부평문화로37번길 1,032-509-8300,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=36,,
84,인천광역시 ,공공,주민자치기관,부평2동 주민센터,인천광역시 부평구 부영로16번길 5,032-509-8310,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=37,,
85,인천광역시 ,공공,주민자치기관,부평3동 주민센터,인천광역시 부평구 마장로 82,032-509-8320,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=38,,
86,인천광역시 ,공공,주민자치기관,부평4동 주민센터,인천광역시 부평구 주부토로 65,032-509-8330,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=39,,
87,인천광역시 ,공공,주민자치기관,부평5동 주민센터,인천광역시 부평구 부평문화로106번길 17,032-509-8340,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=40,,
88,인천광역시 ,공공,주민자치기관,부평6동 주민센터,인천광역시 부평구 동수로 70,032-509-8350,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=41,,
89,인천광역시 ,공공,주민자치기관,산곡1동 주민센터,인천광역시 부평구 마장로319번길 52,032-509-8360,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=42,,
90,인천광역시 ,공공,주민자치기관,산곡2동 주민센터,인천광역시 부평구 안남로 255,032-509-8370,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=43,,
91,인천광역시 ,공공,주민자치기관,산곡3동 주민센터,인천광역시 부평구 경원대로 1269-2,032-509-8380,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=44,,
92,인천광역시 ,공공,주민자치기관,산곡4동 주민센터,인천광역시 부평구 부흥로173번길 68,032-509-8390,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=45,,
93,인천광역시 ,공공,주민자치기관,청천1동 주민센터,인천광역시 부평구 청천1동 48-438,032-509-8400,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=46,,
94,인천광역시 ,공공,주민자치기관,청천2동 주민센터,인천광역시 부평구 청천2동 178-44,032-509-8410,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=47,,
95,인천광역시 ,공공,주민자치기관,갈산1동 주민센터,인천광역시 부평구 주부토로 254,032-509-8420,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=48,,
96,인천광역시 ,공공,주민자치기관,갈산2동 주민센터,인천광역시 부평구 주부토로 173,032-509-8430,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=49,,
97,인천광역시 ,공공,주민자치기관,삼산1동 주민센터,인천광역시 부평구 후정동로 9,032-509-8440,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=50,,
98,인천광역시 ,공공,주민자치기관,삼산2동 주민센터,인천광역시 부평구 굴포로 137,032-509-8450,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=51,,
99,인천광역시 ,공공,주민자치기관,부개1동 주민센터,인천광역시 부평구 동수로162번길 11,032-509-8460,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=52,,
100,인천광역시 ,공공,주민자치기관,부개2동 주민센터,인천광역시 부평구 동수천로 104,032-509-8470,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=53,,
101,인천광역시 ,공공,주민자치기관,부개3동 주민센터,인천광역시 부평구 길주남로 117,032-509-8480,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=54,,
102,인천광역시 ,공공,주민자치기관,일신동 주민센터,인천광역시 부평구 경인로1148번길 5,032-509-8490,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=55,,
103,인천광역시 ,공공,주민자치기관,십정1동 주민센터,인천광역시 부평구 열우물로 103,032-509-8600,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=56,,
104,인천광역시 ,공공,주민자치기관,십정2동 주민센터,인천광역시 부평구 동암산로33번길 6-7,032-509-8610,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=57,,
105,인천광역시 ,공공,국가 및 지자체,계양구청,인천광역시 계양구 계산새로 88,032-551-5701,http://www.gyeyang.go.kr/,,
106,인천광역시 ,공공,주민자치기관,효성1동 주민센터,인천광역시 계양구 봉오대로569번길 22,032-450-4700,http://www.gyeyang.go.kr/open_content/dong/?dong=22,,
107,인천광역시 ,공공,주민자치기관,효성2동 주민센터,인천광역시 계양구 아나지로 162,032-450-4720,http://www.gyeyang.go.kr/open_content/dong/?dong=23,,
108,인천광역시 ,공공,주민자치기관,계산1동 주민센터,인천광역시 계양구 향교로 24,032-450-4740,http://www.gyeyang.go.kr/open_content/dong/index.jsp?dong=24,,
109,인천광역시 ,공공,주민자치기관,계산2동 주민센터,인천광역시 계양구 주부토로 559,032-450-4760,http://www.gyeyang.go.kr/open_content/dong/index.jsp?dong=25,,
110,인천광역시 ,공공,주민자치기관,계산3동 주민센터,인천광역시 계양구 계산로154번길 4,032-450-4780,http://www.gyeyang.go.kr/open_content/dong/?dong=26,,
111,인천광역시 ,공공,주민자치기관,계산4동 주민센터,인천광역시 계양구 용종로 12-8,032-450-4960,http://www.gyeyang.go.kr/open_content/dong/?dong=27,,
112,인천광역시 ,공공,주민자치기관,작전1동 주민센터,인천광역시 계양구 봉오대로 727,032-450-4800,http://www.gyeyang.go.kr/open_content/dong/index.jsp?dong=28,,
113,인천광역시 ,공공,주민자치기관,작전2동 주민센터,인천광역시 계양구 봉오대로677번길 23,032-450-4820,http://www.gyeyang.go.kr/open_content/dong/index.jsp?dong=29,,
114,인천광역시 ,공공,주민자치기관,작전서운동 주민센터,인천광역시 계양구 효서로 361,032-450-4840,http://www.gyeyang.go.kr/open_content/dong/?dong=30,,
115,인천광역시 ,공공,주민자치기관,계양1동 주민센터,인천광역시 계양구 장기서로 8,032-450-4860,http://www.gyeyang.go.kr/open_content/dong/index.jsp?dong=31,,
116,인천광역시 ,공공,주민자치기관,계양2동 주민센터,인천광역시 계양구 장제로 853,032-450-4880,http://www.gyeyang.go.kr/open_content/dong/index.jsp?dong=32,,
117,인천광역시 ,공공,주민자치기관,계양3동 주민센터,인천광역시 계양구 동양로 129,032-430-7910,http://www.gyeyang.go.kr/open_content/dong/index.jsp?dong=64,,
118,인천광역시 ,공공,국가 및 지자체,서구청,인천광역시 서구 서곶로 307,032-562-5301,http://www.seo.incheon.kr/,,
119,인천광역시 ,공공,주민자치기관,검암경서동 주민센터,인천광역시 서구 승학로 480,032-560-4601,http://www.seo.incheon.kr/open_content/dong/?dong=gumam,,
120,인천광역시 ,공공,주민자치기관,연희동 주민센터,인천광역시 서구 간촌로 12,032-560-4602,http://www.seo.incheon.kr/open_content/dong/?dong=yoenhi,,
121,인천광역시 ,공공,주민자치기관,청라1동 주민센터,인천광역시 서구 청라라임로 58,032-560-4618,http://www.seo.incheon.kr/open_content/dong/?dong=cheongna1,,
122,인천광역시 ,공공,주민자치기관,청라2동 주민센터,인천광역시 서구 청라커낼로 269,032-560-4619,http://www.seo.incheon.kr/open_content/dong/?dong=cheongna2,,
123,인천광역시 ,공공,주민자치기관,청라3동 주민센터,인천광역시 서구 푸른로8번길 5,032-560-0840,http://www.seo.incheon.kr/open_content/dong/?dong=cheongna3,,
124,인천광역시 ,공공,주민자치기관,가정1동 주민센터,인천광역시 서구 가정로 420,032-560-4603,http://www.seo.incheon.kr/open_content/dong/?dong=gajeong1,,
125,인천광역시 ,공공,주민자치기관,가정2동 주민센터,인천광역시 서구 봉오대로253번길 17,032-560-4604,http://www.seo.incheon.kr/open_content/dong/?dong=gajeong2,,
126,인천광역시 ,공공,주민자치기관,가정3동 주민센터,인천광역시 서구 서달로179번길 12-16,032-560-4605,http://www.seo.incheon.kr/open_content/dong/?dong=gajeong3,,
127,인천광역시 ,공공,주민자치기관,신현원창동 주민센터,인천광역시 서구 가정로335번길 3,032-560-4606,http://www.seo.incheon.kr/open_content/dong/?dong=sinhyun,,
128,인천광역시 ,공공,주민자치기관,석남1동 주민센터,인천광역시 서구 가정로294번길 17,032-560-4607,http://www.seo.incheon.kr/open_content/dong/?dong=seoknam1,,
129,인천광역시 ,공공,주민자치기관,석남2동 주민센터,인천광역시 서구 거북로 116,032-560-4608,http://www.seo.incheon.kr/open_content/dong/?dong=seoknam2,,
130,인천광역시 ,공공,주민자치기관,석남3동 주민센터,인천광역시 서구 서달로 107,032-560-4609,http://www.seo.incheon.kr/open_content/dong/?dong=seoknam3,,
131,인천광역시 ,공공,주민자치기관,가좌1동 주민센터,인천광역시 서구 가정로112번길 10,032-560-3181,http://www.seo.incheon.kr/open_content/dong/?dong=gajwa1,,
132,인천광역시 ,공공,주민자치기관,가좌2동 주민센터,인천광역시 서구 장고개로309번길 4,032-560-4611,http://www.seo.incheon.kr/open_content/dong/?dong=gajwa2,,
133,인천광역시 ,공공,주민자치기관,가좌3동 주민센터,인천광역시 서구 원적로57번길 4,032-560-4612,http://www.seo.incheon.kr/open_content/dong/?dong=gajwa3,,
134,인천광역시 ,공공,주민자치기관,가좌4동 주민센터,인천광역시 서구 장고개로280번길 14,032-560-4613,http://www.seo.incheon.kr/open_content/dong/?dong=gajwa4,,
135,인천광역시 ,공공,주민자치기관,검단1동 주민센터,인천광역시 서구 검단로529번길 14,032-560-4614,http://www.seo.incheon.kr/open_content/dong/?dong=gumdan1,,
136,인천광역시 ,공공,주민자치기관,검단2동 주민센터,인천광역시 서구 검단로 814,032-560-4615,http://www.seo.incheon.kr/open_content/dong/?dong=gumdan2,,
137,인천광역시 ,공공,주민자치기관,검단3동 주민센터,인천광역시 서구 고산로 24,032-560-4616,http://www.seo.incheon.kr/open_content/dong/?dong=gumdan3,,
138,인천광역시 ,공공,주민자치기관,검단4동 주민센터,인천광역시 서구 당하동 925-10,032-560-4617,http://www.seo.incheon.kr/open_content/dong/?dong=gumdan4,,
139,인천광역시 ,공공,주민자치기관,검단5동 주민센터,인천광역시 서구 봉화로 49,032-560-3370,http://www.seo.incheon.kr/open_content/dong/?dong=gumdan5,,
140,인천광역시 ,공공,국가 및 지자체,강화군청,인천광역시 강화군 강화읍 강화대로 394,032-930-3114,http://www.ganghwa.go.kr/,0,
141,인천광역시 ,공공,주민자치기관,강화읍 주민센터,인천광역시 강화군 강화읍 강화대로440번길 10,032-930-4400,http://www.ganghwa.go.kr/open_content/dong/,평생교육진흥원임,
142,인천광역시 ,공공,주민자치기관,선원면 주민센터,인천광역시 강화군 선원면 대문고개로 22,032-930-4410,http://www.ganghwa.go.kr/open_content/dong/,,
143,인천광역시 ,공공,주민자치기관,불은면 주민센터,인천광역시 강화군 불은면 강화동로 562-3,032-930-4420,http://www.ganghwa.go.kr/open_content/dong/,,
144,인천광역시 ,공공,주민자치기관,길상면 주민센터,인천광역시 강화군 길상면 강화동로 15-1,032-930-4430,http://www.ganghwa.go.kr/open_content/dong/,,
145,인천광역시 ,공공,주민자치기관,화도면 주민센터,인천광역시 강화군 화도면 마니산로 703-14,032-930-4440,http://www.ganghwa.go.kr/open_content/dong/,,
146,인천광역시 ,공공,주민자치기관,양도면 주민센터,인천광역시 강화군 양도면 강화남로 708-2,032-930-4450,http://www.ganghwa.go.kr/open_content/dong/,,
147,인천광역시 ,공공,주민자치기관,내가면 주민센터,인천광역시 강화군 내가면 강화서로 249,032-930-4460,http://www.ganghwa.go.kr/open_content/dong/,,
148,인천광역시 ,공공,주민자치기관,하점면 주민센터,인천광역시 강화군 하점면 강화대로 1220,032-930-4470,http://www.ganghwa.go.kr/open_content/dong/,,
149,인천광역시 ,공공,주민자치기관,양사면 주민센터,인천광역시 강화군 양사면 전망대로 1391,032-930-4480,http://www.ganghwa.go.kr/open_content/dong/,,
150,인천광역시 ,공공,주민자치기관,송해면 주민센터,인천광역시 강화군 송해면 전망대로 29,032-930-4490,http://www.ganghwa.go.kr/open_content/dong/,,
151,인천광역시 ,공공,주민자치기관,교동면 주민센터,인천광역시 강화군 교동면 교동동로 485-13,032-930-4500,http://www.ganghwa.go.kr/open_content/dong/,,
152,인천광역시 ,공공,주민자치기관,삼산면 주민센터,인천광역시 강화군 삼산면 삼산북로471번길 15 ,032-930-4510,http://www.ganghwa.go.kr/open_content/dong/,,
153,인천광역시 ,공공,주민자치기관,서도면 주민센터,인천광역시 강화군 서도면 주문도1길 16,032-930-4520,http://www.ganghwa.go.kr/open_content/dong/,,
154,인천광역시 ,공공,국가 및 지자체,옹진군청,인천광역시 남구 매소홀로 120,032-899-2114,http://www.ongjin.go.kr/,0,
155,인천광역시 ,공공,주민자치기관,북도면 주민센터,인천광역시 옹진군 북도면 시도로61번길 65-4,032-899-3410,http://www.ongjin.go.kr/open_content/dong/index.jsp?dong=bukdo,0,
156,인천광역시 ,공공,주민자치기관,백령면 주민센터,인천광역시 옹진군 백령면 백령로278번길 61-2,032-899-3510,http://www.ongjin.go.kr/open_content/dong/index.jsp?dong=baekryeong,자료없음,
157,인천광역시 ,공공,주민자치기관,대청면 주민센터,인천광역시 옹진군 대청면 대청로19번길 59,032-899-3610,http://www.ongjin.go.kr/open_content/dong/index.jsp?dong=daecheong,0,
158,인천광역시 ,공공,주민자치기관,덕적면 주민센터,인천광역시 옹진군 덕적면 덕적북로 130,032-899-3710,http://www.ongjin.go.kr/open_content/dong/index.jsp?dong=deokjeok,0,
159,인천광역시 ,공공,주민자치기관,영흥면 주민센터,인천광역시 옹진군 영흥면 영흥로251번길 90,032-899-3810,http://www.ongjin.go.kr/open_content/dong/index.jsp?dong=yeongheung,0,
160,인천광역시 ,공공,주민자치기관,자월면 주민센터,인천광역시 옹진군 자월면 자월서로 164,032-899-3750,http://www.ongjin.go.kr/open_content/dong/index.jsp?dong=jawol,0,
161,인천광역시 ,공공,주민자치기관,연평면 주민센터,인천광역시 옹진군 연평면 411-3,032-899-3450,http://www.ongjin.go.kr/open_content/dong/index.jsp?dong=yeonpyeong,0,
162,인천광역시 ,공공,국가 및 지자체,인천평생교육진흥원,인천광역시 남동구 정각로 8 (인천YWCA 4층),032-722-7290,https://www.damoa.incheon.kr,0,
163,인천광역시 ,,,,,,,,
