번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고
24,서울특별시 ,공공,주민자치기관,필동 주민센터,서울특별시 중구 퇴계로36길 42,02-3396-6590,http://www.junggu.seoul.kr/content.do?cmsid=1440,버림,
25,서울특별시 ,공공,주민자치기관,장충동 주민센터,서울특별시 중구 장충단로8길 22,02-3396-6620,http://www.junggu.seoul.kr/content.do?cmsid=1437,버림,
26,서울특별시 ,공공,주민자치기관,광희동 주민센터,울특별시 중구 퇴계로 303-9,02-3396-6650,http://www.junggu.seoul.kr/content.do?cmsid=1428,버림,
27,서울특별시 ,공공,주민자치기관,을지로동 주민센터,서울특별시 중구 충무로9길 19,02-3396-6680,http://www.junggu.seoul.kr/content.do?cmsid=1436,버림,
28,서울특별시 ,공공,주민자치기관,신당동 주민센터,서울특별시 중구 다산로 211,02-3396-6710,http://www.junggu.seoul.kr/content.do?cmsid=1434,버림,
29,서울특별시 ,공공,주민자치기관,다산동 주민센터,서울특별시 중구 동호로15길 50,02-3396-6740,http://www.junggu.seoul.kr/content.do?cmsid=1429,버림,
30,서울특별시 ,공공,주민자치기관,약수동 주민센터,서울특별시 중구 다산로 92,02-3396-6770,http://www.junggu.seoul.kr/content.do?cmsid=1435,버림,
31,서울특별시 ,공공,주민자치기관,청구동 주민센터,서울특별시 중구 청구로3길 55,02-3396-6800,http://www.junggu.seoul.kr/content.do?cmsid=1439,버림,
32,서울특별시 ,공공,주민자치기관,신당5동 주민센터,서울특별시 중구 다산로44길 85,02-3396-6830,http://www.junggu.seoul.kr/content.do?cmsid=1433,버림,
33,서울특별시 ,공공,주민자치기관,동화동 주민센터,서울특별시 중구 다산로36길 100,02-3396-6860,http://www.junggu.seoul.kr/content.do?cmsid=1431,버림,
34,서울특별시 ,공공,주민자치기관,황학동 주민센터,서울특별시 중구 난계로11길 52,02-3396-6890,http://www.junggu.seoul.kr/content.do?cmsid=1441,버림,
35,서울특별시 ,공공,주민자치기관,중림동 주민센터,서울특별시 중구 만리동2가 37-2,02-3396-6920,http://www.junggu.seoul.kr/content.do?cmsid=1438,버림,
36,서울특별시 ,공공,국가 및 지자체,용산구청,서울특별시 용산구 녹사평대로 150,02-2199-6114,http://www.yongsan.go.kr/,0,주민자치회관통합프로그램
37,서울특별시 ,공공,주민자치기관,후암동 주민센터,서울특별시 용산구 후암로 32-6,02-2199-8400,http://www.yongsan.go.kr/site/dc/index13.jsp?sitecdv=S0000455,0,
38,서울특별시 ,공공,주민자치기관,용산2가동 주민센터,서울특별시 용산구 신흥로 90,02-2199-8420,http://www.yongsan.go.kr/site/dc/index14.jsp?sitecdv=S0000456,0,
39,서울특별시 ,공공,주민자치기관,남영동 주민센터,서울특별시 용산구 두텁바위로 25,02-2199-8440,http://www.yongsan.go.kr/site/dc/index12.jsp?sitecdv=S0000457,0,
40,서울특별시 ,공공,주민자치기관,청파동 주민센터,서울특별시 용산구 청파로49길 6,02-2199-8460,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000458,0,
41,서울특별시 ,공공,주민자치기관,원효로1동 주민센터,서울특별시 용산구 백범로 350,02-2199-8480,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000459,0,
42,서울특별시 ,공공,주민자치기관,원효로2동 주민센터,서울특별시 용산구 효창원로8길 3,02-2199-8500,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000460,0,
43,서울특별시 ,공공,주민자치기관,효창동 주민센터,서울특별시 용산구 효창원로 161,02-2199-8520,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000461,0,
44,서울특별시 ,공공,주민자치기관,용문동 주민센터,서울특별시 용산구 새창로12길 13,02-2199-8540,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000462,0,
45,서울특별시 ,공공,주민자치기관,한강로동 주민센터,서울특별시 용산구 한강대로38길 28,02-2199-8560,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000463,0,
46,서울특별시 ,공공,주민자치기관,이촌1동 주민센터,서울특별시 용산구 이촌로71길 24,02-2199-8580,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000464,0,
47,서울특별시 ,공공,주민자치기관,이촌2동 주민센터,서울특별시 용산구 이촌로18길 20,02-2199-8600,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000465,0,
48,서울특별시 ,공공,주민자치기관,이태원1동 주민센터,서울특별시 용산구 보광로 104-6,02-2199-8620,http://www.yongsan.go.kr/site/dc/index.jsp?sitecdv=S0000466,0,
49,서울특별시 ,공공,주민자치기관,이태원2동 주민센터,서울특별시 용산구 회나무로13길 58,02-2199-8640,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000467,0,
50,서울특별시 ,공공,주민자치기관,한남동 주민센터,서울특별시 용산구 대사관로5길 1,02-2199-8660,http://www.yongsan.go.kr/site/dc/index14.jsp?sitecdv=S0000468,0,
51,서울특별시 ,공공,주민자치기관,서빙고동 주민센터,서울특별시 용산구 서빙고로 279,02-2199-8680,http://www.yongsan.go.kr/site/dc/index.jsp?sitecdv=S0000469,0,
52,서울특별시 ,공공,주민자치기관,보광동 주민센터,서울특별시 용산구 장문로 95,02-2199-8700,http://www.yongsan.go.kr/site/dc/index11.jsp?sitecdv=S0000470,0,
53,서울특별시 ,공공,국가 및 지자체,성동구청,서울특별시 성동구 고산자로 270,02-2286-5114,http://www.sd.go.kr/,0,주민자치회관통합프로그램
54,서울특별시 ,공공,주민자치기관,왕십리도선동 주민센터,서울특별시 성동구 마장로 141,02-2286-7201,http://www.sd.go.kr/wangsimnidoseon.do,0,
55,서울특별시 ,공공,주민자치기관,왕십리2동 주민센터,서울특별시 성동구 무학봉길 69,02-2286-7222,http://www.sd.go.kr/wangsimni2.do,0,
56,서울특별시 ,공공,주민자치기관,마장동 주민센터,서울특별시 성동구 마장로42길 11,02-2286-7241,http://www.sd.go.kr/majang.do,0,
57,서울특별시 ,공공,주민자치기관,사근동 주민센터,서울특별시 성동구 사근동길 37,02-2286-7262,http://www.sd.go.kr/sageun.do,0,
58,서울특별시 ,공공,주민자치기관,행당1동 주민센터,서울특별시 성동구 고산자로10길 18,02-2286-7281,http://www.sd.go.kr/haengdang1.do,0,
59,서울특별시 ,공공,주민자치기관,행당2동 주민센터,서울특별시 성동구 행당로9길 9,02-2286-7301,http://www.sd.go.kr/haengdang2.do,0,
60,서울특별시 ,공공,주민자치기관,응봉동 주민센터,서울특별시 성동구 독서당로 424,02-2286-7321,http://www.sd.go.kr/eungbong.do,0,
61,서울특별시 ,공공,주민자치기관,금호1가동 주민센터,서울특별시 성동구 행당로 15,02-2286-7341,http://www.sd.go.kr/geumho1ga.do,0,
62,서울특별시 ,공공,주민자치기관,"금호2,3가동 주민센터",서울특별시 성동구 무수막18길 1,02-2286-7361,http://www.sd.go.kr/geumho23ga.do,0,
63,서울특별시 ,공공,주민자치기관,금호4가동 주민센터,서울특별시 성동구 독서당로46길 26,02-2286-7381,http://www.sd.go.kr/geumho4ga.do,0,
64,서울특별시 ,공공,주민자치기관,옥수동 주민센터,서울특별시 성동구 독서당로 205-1,02-2286-7401,http://www.sd.go.kr/oksu.do,0,
65,서울특별시 ,공공,주민자치기관,성수1가1동 주민센터,서울특별시 성동구 뚝섬로3길 18,02-2286-7421,http://www.sd.go.kr/seongsu1ga1.do,0,
66,서울특별시 ,공공,주민자치기관,성수1가2동 주민센터,서울특별시 성동구 왕십리로5길 5-1,02-2286-7441,http://www.sd.go.kr/seongsu1ga2.do,0,
67,서울특별시 ,공공,주민자치기관,성수2가1동 주민센터,서울특별시 성동구 뚝섬로 385-19,02-2286-7461,http://www.sd.go.kr/seongsu2ga1.do,0,
68,서울특별시 ,공공,주민자치기관,성수2가3동 주민센터,서울특별시 성동구 광나루로2길 35,02-2286-7481,http://www.sd.go.kr/seongsu2ga3.do,0,
69,서울특별시 ,공공,주민자치기관,송정동 주민센터,서울특별시 성동구 동일로43길 13,02-2286-7501,http://www.sd.go.kr/songjeong.do,0,
70,서울특별시 ,공공,주민자치기관,용답동 주민센터,서울특별시 성동구 용답중앙23길 20,02-2286-7522,http://www.sd.go.kr/yongdap.do,0,
71,서울특별시 ,공공,국가 및 지자체,광진구청,서울특별시 광진구 자양로 117,02-450-1114,http://www.gwangjin.go.kr/,0,
72,서울특별시 ,공공,주민자치기관,중곡1동 주민센터,서울특별시 광진구 능동로43길 3-5,02-450-1501,http://www.gwangjin.go.kr/office/index.jsp?dongId=01,0,
73,서울특별시 ,공공,주민자치기관,중곡2동 주민센터,서울특별시 광진구 능동로 346,02-450-1502,http://www.gwangjin.go.kr/office/index.jsp?dongId=02,0,
74,서울특별시 ,공공,주민자치기관,중곡3동 주민센터,서울특별시 광진구 동일로76가길 28,02-450-1503,http://www.gwangjin.go.kr/office/index.jsp?dongId=03,0,
75,서울특별시 ,공공,주민자치기관,중곡4동 주민센터,서울특별시 광진구 긴고랑로 131,02-450-1504,http://www.gwangjin.go.kr/office/index.jsp?dongId=04,0,
76,서울특별시 ,공공,주민자치기관,능동 주민센터,서울특별시 광진구 천호대로112길 55,02-450-1505,http://www.gwangjin.go.kr/office/index.jsp?dongId=05,0,
77,서울특별시 ,공공,주민자치기관,구의1동 주민센터,서울특별시 광진구 광나루로36길 56,02-450-1506,http://www.gwangjin.go.kr/office/index.jsp?dongId=06,0,
78,서울특별시 ,공공,주민자치기관,구의2동 주민센터,서울특별시 광진구 천호대로136길 55,02-450-1507,http://www.gwangjin.go.kr/office/index.jsp?dongId=07,0,
79,서울특별시 ,공공,주민자치기관,구의3동 주민센터,서울특별시 광진구 강변역로 17,02-450-1508,http://www.gwangjin.go.kr/office/index.jsp?dongId=08,0,
80,서울특별시 ,공공,주민자치기관,광장동 주민센터,서울특별시 광진구 광장로 52,02-450-1509,http://www.gwangjin.go.kr/office/index.jsp?dongId=09,0,
81,서울특별시 ,공공,주민자치기관,자양1동 주민센터,서울특별시 광진구 자양로13길 37,02-450-1510,http://www.gwangjin.go.kr/office/index.jsp?dongId=10,0,
82,서울특별시 ,공공,주민자치기관,자양2동 주민센터,서울특별시 광진구 자양로3가길 26,02-450-1511,http://www.gwangjin.go.kr/office/index.jsp?dongId=11,0,
83,서울특별시 ,공공,주민자치기관,자양3동 주민센터,서울특별시 광진구 뚝섬로 568,02-450-1512,http://www.gwangjin.go.kr/office/index.jsp?dongId=12,0,
84,서울특별시 ,공공,주민자치기관,자양4동 주민센터,서울특별시 광진구 뚝섬로26길 58,02-450-1513,http://www.gwangjin.go.kr/office/index.jsp?dongId=17,0,
85,서울특별시 ,공공,주민자치기관,화양동 주민센터,서울특별시 광진구 능동로17길 39,02-450-1515,http://www.gwangjin.go.kr/office/index.jsp?dongId=15,0,
86,서울특별시 ,공공,주민자치기관,군자동 주민센터,서울특별시 광진구 군자로 151,02-450-1516,http://www.gwangjin.go.kr/office/index.jsp?dongId=16,0,
87,서울특별시 ,공공,국가 및 지자체,동대문구청,서울특별시 동대문구 천호대로 145,02-2127-5000,http://www.ddm.go.kr/,0,
88,서울특별시 ,공공,주민자치기관,용신동 주민센터,서울특별시 동대문구 천호대로27길 35,02-2171-6022,http://dong.ddm.go.kr/dongSelectGate?dongname=ys,0,주민자치회관통합프로그램
89,서울특별시 ,공공,주민자치기관,제기동 주민센터,서울특별시 동대문구 약령시로 71,02-2171-6065,http://dong.ddm.go.kr/dongSelectGate?dongname=jk,0,
90,서울특별시 ,공공,주민자치기관,전농1동 주민센터,서울특별시 동대문구 서울시립대로9길 21,02-2171-6102,http://dong.ddm.go.kr/dongSelectGate?dongname=jn1,0,
91,서울특별시 ,공공,주민자치기관,전농2동 주민센터,서울특별시 동대문구 사가정로 137,02-2171-6143,http://dong.ddm.go.kr/dongSelectGate?dongname=jn2,0,
92,서울특별시 ,공공,주민자치기관,답십리1동 주민센터,서울특별시 동대문구 사가정로 30,02-2171-6222,http://dong.ddm.go.kr/dongSelectGate?dongname=dsl1,0,
93,서울특별시 ,공공,주민자치기관,답십리2동 주민센터,서울특별시 동대문구 한천로11길 18,02-2171-6243,http://dong.ddm.go.kr/dongSelectGate?dongname=dsl2,0,
94,서울특별시 ,공공,주민자치기관,장안1동 주민센터,서울특별시 동대문구 한천로18길 52,02-2171-6282,http://dong.ddm.go.kr/dongSelectGate?dongname=ja1,0,
95,서울특별시 ,공공,주민자치기관,장안2동 주민센터,서울특별시 동대문구 사가정로 230-1,02-2171-6342,http://dong.ddm.go.kr/dongSelectGate?dongname=ja2,0,
96,서울특별시 ,공공,주민자치기관,청량리동 주민센터,서울특별시 동대문구 왕산로43다길 5,02-2171-6366,http://dong.ddm.go.kr/dongSelectGate?dongname=c기,0,
97,서울특별시 ,공공,주민자치기관,회기동 주민센터,서울특별시 동대문구 회기로25길 12-1,02-2171-6402,http://dong.ddm.go.kr/dongSelectGate?dongname=hg,0,
98,서울특별시 ,공공,주민자치기관,휘경1동 주민센터,서울특별시 동대문구 외대역동로6길 3,02-2171-6422,http://dong.ddm.go.kr/dongSelectGate?dongname=hk1,0,
99,서울특별시 ,공공,주민자치기관,휘경2동 주민센터,서울특별시 동대문구 휘경2동 56-6,02-2171-6443,http://dong.ddm.go.kr/dongSelectGate?dongname=hk2,0,
100,서울특별시 ,공공,주민자치기관,이문1동 주민센터,서울특별시 동대문구 외대역동로 114-1,02-2171-6462,http://dong.ddm.go.kr/dongSelectGate?dongname=im1,0,
101,서울특별시 ,공공,주민자치기관,이문2동 주민센터,서울특별시 동대문구 신이문로 27-5,02-2171-6502,http://dong.ddm.go.kr/dongSelectGate?dongname=im2,0,
102,서울특별시 ,공공,국가 및 지자체,중랑구청,서울특별시 중랑구 봉화산로 179,02-2094-0114,http://www.jungnang.go.kr/,0,
103,서울특별시 ,공공,주민자치기관,면목본동 주민센터,서울특별시 중랑구 면목로 397,02-2094-6000,http://dong.jungnang.seoul.kr/dong/main.do?dong=01,0,
104,서울특별시 ,공공,주민자치기관,면목2동 주민센터,서울특별시 중랑구 동일로101길 20-15,02-2094-6040,http://dong.jungnang.seoul.kr/dong/main.do?dong=02,0,주민자치회관통합프로그램
105,서울특별시 ,공공,주민자치기관,"면목3, 8동 주민센터",서울특별시 중랑구 사가정로51길 48,02-2094-6080,http://dong.jungnang.seoul.kr/dong/main.do?dong=03,0,
106,서울특별시 ,공공,주민자치기관,면목4동 주민센터,서울특별시 중랑구 면목로 246,02-2094-6120,http://dong.jungnang.go.kr/dong/main.do?dong=04,0,
107,서울특별시 ,공공,주민자치기관,면목5동 주민센터,서울특별시 중랑구 동일로 619,02-2094-6160,http://dong.jungnang.seoul.kr/dong/main.do?dong=05,0,
108,서울특별시 ,공공,주민자치기관,면목7동 주민센터,서울특별시 중랑구 면목로 298,02-2094-6200,http://dong.jungnang.seoul.kr/dong/main.do?dong=06,0,
109,서울특별시 ,공공,주민자치기관,상봉1동 주민센터,서울특별시 중랑구 상봉중앙로1길 6,02-2094-6240,http://dong.jungnang.seoul.kr/dong/main.do?dong=07,0,
110,서울특별시 ,공공,주민자치기관,상봉2동 주민센터,서울특별시 중랑구 봉우재로 93-5,02-2094-6280,http://dong.jungnang.seoul.kr/dong/main.do?dong=08,0,
111,서울특별시 ,공공,주민자치기관,중화1동 주민센터,서울특별시 중랑구 동일로134길 17,02-2094-6320,http://www.jungnang.seoul.kr/dong/jung01/,0,
112,서울특별시 ,공공,주민자치기관,중화2동 주민센터,서울특별시 중랑구 봉화산로3길 28,02-2094-6360,http://www.jungnang.seoul.kr/dong/jung02/,0,
113,서울특별시 ,공공,주민자치기관,묵1동 주민센터,서울특별시 중랑구 공릉로2가길 5,02-2094-6400,http://dong.jungnang.seoul.kr/dong/main.do?dong=11,0,
114,서울특별시 ,공공,주민자치기관,묵2동 주민센터,서울특별시 중랑구 동일로157길 29,02-2094-6440,http://dong.jungnang.seoul.kr/dong/main.do?dong=12,0,
115,서울특별시 ,공공,주민자치기관,망우본동 주민센터,서울특별시 중랑구 망우로67길 10,02-2094-6480,http://dong.jungnang.go.kr/dong/main.do?dong=13,0,
116,서울특별시 ,공공,주민자치기관,망우3동 주민센터,서울특별시 중랑구 용마산로 461,02-2094-6520,http://dong.jungnang.go.kr/dong/main.do?dong=14,0,
117,서울특별시 ,공공,주민자치기관,신내1동 주민센터,서울특별시 중랑구 용마산로129나길 35,02-2094-6560,http://dong.jungnang.seoul.kr/dong/main.do?dong=15,0,
118,서울특별시 ,공공,주민자치기관,신내2동 주민센터,서울특별시 중랑구 봉화산로 190,02-2094-6600,http://dong.jungnang.seoul.kr/dong/main.do?dong=16,0,
119,서울특별시 ,공공,국가 및 지자체,성북구청,서울특별시 성북구 보문로 168,02-2241-3114,http://www.seongbuk.go.kr/,잘못된접근,버려야됨
120,서울특별시 ,공공,주민자치기관,성북동 주민센터,서울특별시 성북구 성북로 37,02-2241-5000,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/seongbukdong/origin/origin.jsp,첨부파일,
121,서울특별시 ,공공,주민자치기관,삼선동 주민센터,서울특별시 성북구 보문로 190,02-2241-5040,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/samseondong/origin/origin.jsp,첨부파일,
122,서울특별시 ,공공,주민자치기관,동선동 주민센터,서울특별시 성북구 동소문로26길 27,02-2241-5080,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/dongsundong/origin/origin.jsp,첨부파일,
123,서울특별시 ,공공,주민자치기관,돈암1동 주민센터,서울특별시 성북구 정릉로 394,02-2241-5120,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/donam1dong/origin/origin.jsp,첨부파일,
124,서울특별시 ,공공,주민자치기관,돈암2동 주민센터,서울특별시 성북구 흥천사길 7,02-2241-5160,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/donam2dong/origin/origin.jsp,첨부파일,
125,서울특별시 ,공공,주민자치기관,안암동 주민센터,서울특별시 성북구 인촌로 16,02-2241-5200,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/anamdong/origin/origin.jsp,첨부파일,
126,서울특별시 ,공공,주민자치기관,보문동 주민센터,서울특별시 성북구 안암로3길 35,02-2241-5240,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/bomundong/origin/origin.jsp,첨부파일,
127,서울특별시 ,공공,주민자치기관,정릉1동 주민센터,서울특별시 성북구 정릉로38마길 33,02-2241-5280,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/jeongreung1dong/origin/origin.jsp,첨부파일,
128,서울특별시 ,공공,주민자치기관,정릉2동 주민센터,서울특별시 성북구 정릉로26길 1,02-2241-5320,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/jeongreung2dong/origin/origin.jsp,첨부파일,
129,서울특별시 ,공공,주민자치기관,정릉3동 주민센터,서울특별시 성북구 솔샘로1길 6-3,02-2241-5360,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/jeongreung3dong/origin/origin.jsp,첨부파일,
130,서울특별시 ,공공,주민자치기관,정릉4동 주민센터,서울특별시 성북구 보국문로 106-1,02-2241-5400,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/jeongreung4dong/origin/origin.jsp,첨부파일,
131,서울특별시 ,공공,주민자치기관,길음1동 주민센터,서울특별시 성북구 길음로 92,02-2241-5440,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/gireum1dong/origin/origin.jsp,첨부파일,
132,서울특별시 ,공공,주민자치기관,길음2동 주민센터,서울특별시 성북구 삼양로2길 70,02-2241-5480,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/gireum2dong/origin/origin.jsp,첨부파일,
133,서울특별시 ,공공,주민자치기관,종암동 주민센터,서울특별시 성북구 종암로 98-8,02-2241-5520,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/jongamdong/visitway/visitway.jsp,첨부파일,
134,서울특별시 ,공공,주민자치기관,월곡1동 주민센터,서울특별시 성북구 오패산로 96,02-2241-5560,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/wolgok1dong/origin/origin.jsp,첨부파일,
135,서울특별시 ,공공,주민자치기관,월곡2동 주민센터,서울특별시 성북구 화랑로 152,02-2241-5600,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/wolgok2dong/origin/origin.jsp,첨부파일,
136,서울특별시 ,공공,주민자치기관,장위1동 주민센터,서울특별시 성북구 장위로 61,02-2241-5640,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/jangwi1dong/origin/origin.jsp,첨부파일,
137,서울특별시 ,공공,주민자치기관,장위2동 주민센터,서울특별시 성북구 돌곶이로27길 12,02-2241-5680,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/jangwi2dong/origin/origin.jsp,첨부파일,
138,서울특별시 ,공공,주민자치기관,장위3동 주민센터,서울특별시 성북구 한천로 657,02-2241-5720,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/jangwi3dong/origin/origin.jsp,첨부파일,
139,서울특별시 ,공공,주민자치기관,석관동 주민센터,서울특별시 성북구 화랑로 296,02-2241-5760,http://www.seongbuk.go.kr/dongoffice/dongoffice/dongintro/seokgwandong/origin/origin.jsp,첨부파일,
140,서울특별시 ,공공,국가 및 지자체,강북구청,서울특별시 강북구 도봉로89길 13,02-901-6114,http://www.gangbuk.go.kr/,0,
141,서울특별시 ,공공,주민자치기관,삼양동 주민센터,서울특별시 강북구 삼양로 268,02-3778-4002,http://www.gangbuk.go.kr/samyang/index.do,자료없음,
142,서울특별시 ,공공,주민자치기관,미아동 주민센터,서울특별시 강북구 솔매로49길 14,02-3778-4052,http://www.gangbuk.go.kr/mia/index.do,0,
143,서울특별시 ,공공,주민자치기관,송중동 주민센터,서울특별시 강북구 오패산로 162,02-3778-4102,http://www.gangbuk.go.kr/songjung/index.do,0,
144,서울특별시 ,공공,주민자치기관,송천동 주민센터,서울특별시 강북구 솔샘로 284,02-3778-4152,http://www.gangbuk.go.kr/songcheon/index.do,자료없음,
145,서울특별시 ,공공,주민자치기관,삼각산동 주민센터,서울특별시 강북구 삼양로19길 34,02-3778-4202,http://www.gangbuk.go.kr/samgaksan/index.do,0,
146,서울특별시 ,공공,주민자치기관,번1동 주민센터,서울특별시 강북구 한천로 996,02-3778-4252,http://www.gangbuk.go.kr/beon1/index.do,0,
147,서울특별시 ,공공,주민자치기관,번2동 주민센터,서울특별시 강북구 한천로 897,02-3778-4302,http://www.gangbuk.go.kr/beon2/index.do,자료없음,
148,서울특별시 ,공공,주민자치기관,번3동 주민센터,서울특별시 강북구 한천로105길 21,02-3778-4352,http://www.gangbuk.go.kr/beon3/index.do,0,
149,서울특별시 ,공공,주민자치기관,수유1동 주민센터,서울특별시 강북구 삼양로 299,02-3778-4452,http://www.gangbuk.go.kr/suyu1/index.do,0,
150,서울특별시 ,공공,주민자치기관,수유2동 주민센터,서울특별시 강북구 한천로 1117,02-3778-4702,http://www.gangbuk.go.kr/suyu2/index.do,0,
151,서울특별시 ,공공,주민자치기관,수유3동 주민센터,서울특별시 강북구 노해로 36,02-3778-4752,http://www.gangbuk.go.kr/suyu3/index.do,0,
152,서울특별시 ,공공,주민자치기관,우이동 주민센터,서울특별시 강북구 삼양로139길 49,02-3778-4902,http://www.gangbuk.go.kr/ui/index.do,0,
153,서울특별시 ,공공,주민자치기관,인수동 주민센터,서울특별시 강북구 인수봉로 255,02-3778-4952,http://www.gangbuk.go.kr/insu/index.do,0,
154,서울특별시 ,공공,국가 및 지자체,도봉구청,서울특별시 도봉구 마들로 656,02-2091-2120,http://www.dobong.go.kr/,0,
155,서울특별시 ,공공,주민자치기관,쌍문1동 주민센터,서울특별시 도봉구 노해로 147,02-2091-5111,http://dong.dobong.go.kr/ssangmun1/,0,
