번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고
20,광주광역시 ,공공,주민자치기관,농성2동 주민센터,광주광역시 서구 화정로 314,062-350-4262,http://www.seogu.gwangju.kr/nongseong2dong/,,
21,광주광역시 ,공공,주민자치기관,광천동 주민센터,광주광역시 서구 광천2길 9,062-350-4293,http://www.seogu.gwangju.kr/gwangcheondong/,,
22,광주광역시 ,공공,주민자치기관,유덕동 주민센터,광주광역시 서구 유덕로 24,062-350-4302,http://www.seogu.gwangju.kr/yudeokdong/,,
23,광주광역시 ,공공,주민자치기관,치평동 주민센터,광주광역시 서구 상무공원로 62,062-350-4322,http://www.seogu.gwangju.kr/chipyeongdong/,,
24,광주광역시 ,공공,주민자치기관,상무1동 주민센터,광주광역시 서구 월드컵4강로197번길 20,062-350-4342,http://www.seogu.gwangju.kr/sangmu1dong/,,
25,광주광역시 ,공공,주민자치기관,상무2동 주민센터,광주광역시 서구 화정로85번길 17,062-350-4362,http://www.seogu.gwangju.kr/sangmu2dong/,,
26,광주광역시 ,공공,주민자치기관,화정1동 주민센터,광주광역시 서구 내방로338번길 11,062-350-4382,http://www.seogu.gwangju.kr/hwajeong1dong/,,
27,광주광역시 ,공공,주민자치기관,화정2동 주민센터,광주광역시 서구 화운로 94,062-350-4402,http://www.seogu.gwangju.kr/hwajeong2dong/,,
28,광주광역시 ,공공,주민자치기관,화정3동 주민센터,광주광역시 서구 월드컵4강로68번길 17,062-350-4422,http://www.seogu.gwangju.kr/hwajeong3dong/,,
29,광주광역시 ,공공,주민자치기관,화정4동 주민센터,광주광역시 서구 염화로83번길 3,062-350-4443,http://www.seogu.gwangju.kr/hwajeong4dong/,,
30,광주광역시 ,공공,주민자치기관,서창동 주민센터,광주광역시 서구 눌재로 412,062-350-4462,http://www.seogu.gwangju.kr/seochangdong/,,
31,광주광역시 ,공공,주민자치기관,금호1동 주민센터,광주광역시 서구 운천로31번길 17,062-350-4482,http://www.seogu.gwangju.kr/geumho1dong/,,
32,광주광역시 ,공공,주민자치기관,금호2동 주민센터,광주광역시 서구 풍금로 135,062-350-4502,http://www.seogu.gwangju.kr/geumho2dong/,,
33,광주광역시 ,공공,주민자치기관,풍암동 주민센터,광주광역시 서구 풍암1로 27,062-350-4522,http://www.seogu.gwangju.kr/pungamdong/,,
34,광주광역시 ,공공,주민자치기관,동천동 주민센터,광주광역시 서구 유림로98번길 8,062-350-4601,http://www.seogu.gwangju.kr/dongchundong/,,
35,광주광역시 ,공공,국가 및 지자체,남구청,광주광역시 남구 봉선로 1,062-651-9020,http://www.namgu.gwangju.kr/,,
36,광주광역시 ,공공,주민자치기관,양림동 주민센터,광주광역시 남구 백서로 94,062-607-4502,http://www.namgu.gwangju.kr/index.es?sid=b2,,
37,광주광역시 ,공공,주민자치기관,방림1동 주민센터,광주광역시 남구 오방로 101-2,062-607-4531,http://www.namgu.gwangju.kr/index.es?sid=b3,,
38,광주광역시 ,공공,주민자치기관,방림2동 주민센터,광주광역시 남구 천변좌로566번다길 12,062-607-4552,http://www.namgu.gwangju.kr/index.es?sid=b4,,
39,광주광역시 ,공공,주민자치기관,봉선1동 주민센터,광주광역시 남구 봉선로51번길 21,062-607-4586,http://www.namgu.gwangju.kr/index.es?sid=b5,,
40,광주광역시 ,공공,주민자치기관,봉선2동 주민센터,광주광역시 남구 봉선중앙로26번길 10,062-607-4603,http://www.namgu.gwangju.kr/index.es?sid=b6,,
41,광주광역시 ,공공,주민자치기관,사직동 주민센터,광주광역시 남구 중앙로95번길14,062-607-4627,http://www.namgu.gwangju.kr/index.es?sid=b7,,
42,광주광역시 ,공공,주민자치기관,월산동 주민센터,광주광역시 남구 덕림2길 3,062-607-4652,http://www.namgu.gwangju.kr/index.es?sid=b8,,
43,광주광역시 ,공공,주민자치기관,월산4동 주민센터,광주광역시 남구 대남대로390번길 11,062-607-4678,http://www.namgu.gwangju.kr/index.es?sid=b9,,
44,광주광역시 ,공공,주민자치기관,월산5동 주민센터,광주광역시 남구 군분로82번길 14,062-607-4703,http://www.namgu.gwangju.kr/index.es?sid=c1,,
45,광주광역시 ,공공,주민자치기관,백운1동 주민센터,광주광역시 남구 독립로54번길 20,062-607-4727,http://www.namgu.gwangju.kr/index.es?sid=c2,,
46,광주광역시 ,공공,주민자치기관,백운2동 주민센터,광주광역시 남구 진다리로6번길 9,062-607-4753,http://www.namgu.gwangju.kr/index.es?sid=c3,,
47,광주광역시 ,공공,주민자치기관,주월1동 주민센터,광주광역시 남구 회서로21번가길 13,062-607-4784,http://www.namgu.gwangju.kr/index.es?sid=c4,,
48,광주광역시 ,공공,주민자치기관,주월2동 주민센터,광주광역시 남구 군분로13번길 12,062-607-4806,http://www.namgu.gwangju.kr/index.es?sid=c5,,
49,광주광역시 ,공공,주민자치기관,효덕동 주민센터,광주광역시 남구 화산로 15,062-607-4839,http://www.namgu.gwangju.kr/index.es?sid=c6,,
50,광주광역시 ,공공,주민자치기관,송암동 주민센터,광주광역시 남구 송암로 66,062-607-4852,http://www.namgu.gwangju.kr/index.es?sid=c7,,
51,광주광역시 ,공공,주민자치기관,대촌동 주민센터,광주광역시 남구 포충로 591,062-607-4878,http://www.namgu.gwangju.kr/index.es?sid=c8,,
52,광주광역시 ,공공,국가 및 지자체,북구청,광주광역시 북구 우치로 77,062-410-8000,http://www.bukgu.gwangju.kr/,,
53,광주광역시 ,공공,주민자치기관,중흥1동 주민센터,광주광역시 북구 중흥로183번길 7,062-410-8603,http://jungheung1.bukgu.gwangju.kr/,,
54,광주광역시 ,공공,주민자치기관,중흥2동 주민센터,광주광역시 북구 우치로1번길 10,062-410-8613,http://jungheung2.bukgu.gwangju.kr/,,
55,광주광역시 ,공공,주민자치기관,중흥3동 주민센터,광주광역시 북구 중흥3동 268-40,062-410-8624,http://jungheung3.bukgu.gwangju.kr/,,
56,광주광역시 ,공공,주민자치기관,중앙동 주민센터,광주광역시 북구 금재로 30,062-410-8633,http://jungang.bukgu.gwangju.kr/,,
57,광주광역시 ,공공,주민자치기관,임동 주민센터,광주광역시 북구 서림로 53,062-410-8646,http://im.bukgu.gwangju.kr/,,
58,광주광역시 ,공공,주민자치기관,신안동 주민센터,광주광역시 북구 자산로 66,062-410-8653,http://sinan.bukgu.gwangju.kr/,,
59,광주광역시 ,공공,주민자치기관,용봉동 주민센터,광주광역시 북구 용주로18번길 28,062-410-8663,http://yongbong.bukgu.gwangju.kr/,,
60,광주광역시 ,공공,주민자치기관,운암1동 주민센터,광주광역시 북구 서강로54번길 28,062-410-8673,http://unam1.bukgu.gwangju.kr/,,
61,광주광역시 ,공공,주민자치기관,운암2동 주민센터,광주광역시 북구 죽봉대로 214 운암2,062-410-8685,http://unam2.bukgu.gwangju.kr/,,
62,광주광역시 ,공공,주민자치기관,운암3동 주민센터,광주광역시 북구 서강로 129,062-410-8693,http://unam3.bukgu.gwangju.kr/,,
63,광주광역시 ,공공,주민자치기관,동림동 주민센터,광주광역시 북구 북문대로 236,062-410-8707,http://donglim.bukgu.gwangju.kr/,,
64,광주광역시 ,공공,주민자치기관,우산동 주민센터,광주광역시 북구 동문대로 59-4,062-410-8715,http://usan.bukgu.gwangju.kr/,,
65,광주광역시 ,공공,주민자치기관,풍향동 주민센터,광주광역시 북구 필문대로29번길 10,062-410-8725,http://punghyang.bukgu.gwangju.kr/,,
66,광주광역시 ,공공,주민자치기관,문화동 주민센터,광주광역시 북구 군왕로 233,062-410-8735,http://munhwa.bukgu.gwangju.kr/,,
67,광주광역시 ,공공,주민자치기관,문흥1동 주민센터,광주광역시 북구 대천로 140-3,062-410-8743,http://munheung1.bukgu.gwangju.kr/,,
68,광주광역시 ,공공,주민자치기관,문흥2동 주민센터,광주광역시 북구 문산로 25,062-410-8753,http://munheung2.bukgu.gwangju.kr/,,
69,광주광역시 ,공공,주민자치기관,두암1동 주민센터,광주광역시 북구 동문대로110번길 77,062-410-8763,http://duam1.bukgu.gwangju.kr/,,
70,광주광역시 ,공공,주민자치기관,두암2동 주민센터,광주광역시 북구 면앙로192번길 15,062-410-8773,http://duam2.bukgu.gwangju.kr/,,
71,광주광역시 ,공공,주민자치기관,두암3동 주민센터,광주광역시 북구 삼정로3번길 25,062-410-8783,http://duam3.bukgu.gwangju.kr/,,
72,광주광역시 ,공공,주민자치기관,삼각동 주민센터,광주광역시 북구 설죽로 447,062-410-8793,http://samgak.bukgu.gwangju.kr/,,
73,광주광역시 ,공공,주민자치기관,일곡동 주민센터,광주광역시 북구 설죽로 525,062-410-8803,http://ilgok.bukgu.gwangju.kr/,,
74,광주광역시 ,공공,주민자치기관,매곡동 주민센터,광주광역시 북구 매곡로69번길 25,062-410-8813,http://maegok.bukgu.gwangju.kr/,,
75,광주광역시 ,공공,주민자치기관,오치1동 주민센터,광주광역시 북구 우치로274번길 48,062-410-8823,http://ochi1.bukgu.gwangju.kr/,,
76,광주광역시 ,공공,주민자치기관,오치2동 주민센터,광주광역시 북구 서하로183번길 29,062-410-8833,http://ochi2.bukgu.gwangju.kr/,,
77,광주광역시 ,공공,주민자치기관,석곡동 주민센터,광주광역시 북구 석곡로 634,062-410-8843,http://seokgok.bukgu.gwangju.kr/,,
78,광주광역시 ,공공,주민자치기관,건국동 주민센터,광주광역시 북구 본촌마을길 25,062-410-8853,http://geonguk.bukgu.gwangju.kr/,,
79,광주광역시 ,공공,주민자치기관,양산동 주민센터,광주광역시 북구 양산택지로 32,062-410-8873,http://yangsan.bukgu.gwangju.kr/,,
80,광주광역시 ,공공,국가 및 지자체,광산구청,광주광역시 광산구 광산로29번길 15,062-960-8114,http://www.gwangsan.go.kr/,,
81,광주광역시 ,공공,주민자치기관,송정1동 주민센터,광주광역시 광산구 광산로 70,062-960-7606,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0701010100,,
82,광주광역시 ,공공,주민자치기관,송정2동 주민센터,광주광역시 광산구 광산로29번길 5,062-960-7614,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0702010100,,
83,광주광역시 ,공공,주민자치기관,도산동 주민센터,광주광역시 광산구 도산로 12,062-960-7623,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0703010100,,
84,광주광역시 ,공공,주민자치기관,신흥동 주민센터,광주광역시 광산구 신흥동안길 9,062-960-7632,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0704010100,,
85,광주광역시 ,공공,주민자치기관,어룡동 주민센터,광주광역시 광산구 선운중앙로67번길 6,062-960-7643,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0705010100,,
86,광주광역시 ,공공,주민자치기관,우산동 주민센터,광주광역시 광산구 우산로85번길 25,062-960-7662,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0706010100,,
87,광주광역시 ,공공,주민자치기관,월곡1동 주민센터,광주광역시 광산구 사암로 306,062-960-7674,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0707010100,,
88,광주광역시 ,공공,주민자치기관,월곡2동 주민센터,광주광역시 광산구 산정공원로72번길 21-12,062-960-7684,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0708010100,,
89,광주광역시 ,공공,주민자치기관,비아동 주민센터,광주광역시 광산구 비아중앙로31번길 6,062-960-7692,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0713010100,,
90,광주광역시 ,공공,주민자치기관,첨단1동 주민센터,광주광역시 광산구 첨단중앙로 160,062-960-7705,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0711010100,,
91,광주광역시 ,공공,주민자치기관,첨단2동 주민센터,광주광역시 광산구 첨단중앙로124번길 24,062-960-7713,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0712010100,,
92,광주광역시 ,공공,주민자치기관,신가동 주민센터,광주광역시 광산구 신가로 30,062-960-7746,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0715010100,,
93,광주광역시 ,공공,주민자치기관,운남동 주민센터,광주광역시 광산구 목련로219번길 25,062-960-7753,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0709010100,,
94,광주광역시 ,공공,주민자치기관,수완동 주민센터,광주광역시 광산구 장덕로 158,062-960-7793,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0714010100,,
95,광주광역시 ,공공,주민자치기관,하남동 주민센터,광주광역시 광산구 하남대로54번길 15,062-960-7955,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0710010100,,
96,광주광역시 ,공공,주민자치기관,임곡동 주민센터,광주광역시 광산구 고봉로 788,062-960-7822,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0718010100,,
97,광주광역시 ,공공,주민자치기관,동곡동 주민센터,광주광역시 광산구 동곡로 151-56,062-960-7836,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0719010100,,
98,광주광역시 ,공공,주민자치기관,평동 주민센터,광주광역시 광산구 평동로 790,062-960-7842,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0717010100,,
99,광주광역시 ,공공,주민자치기관,삼도동 주민센터,광주광역시 광산구 오운로 433-1,062-960-7852,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0720010100,,
100,광주광역시 ,공공,주민자치기관,본량동 주민센터,광주광역시 광산구 용진로 379,062-960-7864,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0721010100,,
101,광주광역시 ,공공,주민자치기관,신창동 주민센터,광주광역시 광산구 왕버들로 291,062-960-7772,http://www.gwangsan.go.kr/co/contentsView.php?pageID=gwangsan0716010100,,
102,광주광역시 ,공공,국가 및 지자체,광주평생교육진흥원,광주광역시 광산구 소촌로 152번길 53-27,062-600-5234,http://www.gie.kr/,,
103,광주광역시 ,,,,,,,,
104,광주광역시 ,,,,,,,,
105,광주광역시 ,,,,,,,,
106,광주광역시 ,,,,,,,,
107,광주광역시 ,,,,,,,,
108,광주광역시 ,,,,,,,,
109,광주광역시 ,,,,,,,,
110,광주광역시 ,,,,,,,,
111,광주광역시 ,,,,,,,,
112,광주광역시 ,,,,,,,,
113,광주광역시 ,,,,,,,,
114,광주광역시 ,,,,,,,,
115,광주광역시 ,,,,,,,,
116,광주광역시 ,,,,,,,,
117,광주광역시 ,,,,,,,,
118,광주광역시 ,,,,,,,,
119,광주광역시 ,,,,,,,,
120,광주광역시 ,,,,,,,,
121,광주광역시 ,,,,,,,,
122,광주광역시 ,,,,,,,,
123,광주광역시 ,,,,,,,,
124,광주광역시 ,,,,,,,,
125,광주광역시 ,,,,,,,,
126,광주광역시 ,,,,,,,,
127,광주광역시 ,,,,,,,,
128,광주광역시 ,,,,,,,,
129,광주광역시 ,,,,,,,,
130,광주광역시 ,,,,,,,,
131,광주광역시 ,,,,,,,,
132,광주광역시 ,,,,,,,,
133,광주광역시 ,,,,,,,,
134,광주광역시 ,,,,,,,,
135,광주광역시 ,,,,,,,,
136,광주광역시 ,,,,,,,,
137,광주광역시 ,,,,,,,,
138,광주광역시 ,,,,,,,,
139,광주광역시 ,,,,,,,,
140,광주광역시 ,,,,,,,,
141,광주광역시 ,,,,,,,,
142,광주광역시 ,,,,,,,,
143,광주광역시 ,,,,,,,,
144,광주광역시 ,,,,,,,,
145,광주광역시 ,,,,,,,,
146,광주광역시 ,,,,,,,,
147,광주광역시 ,,,,,,,,
148,광주광역시 ,,,,,,,,
149,광주광역시 ,,,,,,,,
150,광주광역시 ,,,,,,,,
151,광주광역시 ,,,,,,,,
152,광주광역시 ,,,,,,,,
153,광주광역시 ,,,,,,,,
154,광주광역시 ,,,,,,,,
155,광주광역시 ,,,,,,,,
156,광주광역시 ,,,,,,,,
157,광주광역시 ,,,,,,,,
158,광주광역시 ,,,,,,,,
159,광주광역시 ,,,,,,,,
160,광주광역시 ,,,,,,,,
161,광주광역시 ,,,,,,,,
162,광주광역시 ,,,,,,,,
163,광주광역시 ,,,,,,,,
164,광주광역시 ,,,,,,,,
165,광주광역시 ,,,,,,,,
166,광주광역시 ,,,,,,,,
167,광주광역시 ,,,,,,,,
168,광주광역시 ,,,,,,,,
169,광주광역시 ,,,,,,,,
170,광주광역시 ,,,,,,,,
171,광주광역시 ,,,,,,,,
172,광주광역시 ,,,,,,,,
173,광주광역시 ,,,,,,,,
174,광주광역시 ,,,,,,,,
175,광주광역시 ,,,,,,,,
176,광주광역시 ,,,,,,,,
177,광주광역시 ,,,,,,,,
178,광주광역시 ,,,,,,,,
179,광주광역시 ,,,,,,,,
180,광주광역시 ,,,,,,,,
181,광주광역시 ,,,,,,,,
182,광주광역시 ,,,,,,,,
183,광주광역시 ,,,,,,,,
184,광주광역시 ,,,,,,,,
185,광주광역시 ,,,,,,,,
186,광주광역시 ,,,,,,,,
187,광주광역시 ,,,,,,,,
188,광주광역시 ,,,,,,,,
189,광주광역시 ,,,,,,,,
190,광주광역시 ,,,,,,,,
191,광주광역시 ,,,,,,,,
192,광주광역시 ,,,,,,,,
193,광주광역시 ,,,,,,,,
194,광주광역시 ,,,,,,,,
195,광주광역시 ,,,,,,,,
196,광주광역시 ,,,,,,,,
197,광주광역시 ,,,,,,,,
198,광주광역시 ,,,,,,,,
199,광주광역시 ,,,,,,,,
200,광주광역시 ,,,,,,,,
201,광주광역시 ,,,,,,,,
202,광주광역시 ,,,,,,,,
203,광주광역시 ,,,,,,,,
204,광주광역시 ,,,,,,,,
205,광주광역시 ,,,,,,,,
206,광주광역시 ,,,,,,,,
207,광주광역시 ,,,,,,,,
208,광주광역시 ,,,,,,,,
209,광주광역시 ,,,,,,,,
210,광주광역시 ,,,,,,,,
211,광주광역시 ,,,,,,,,
212,광주광역시 ,,,,,,,,
213,광주광역시 ,,,,,,,,
214,광주광역시 ,,,,,,,,
215,광주광역시 ,,,,,,,,
216,광주광역시 ,,,,,,,,
217,광주광역시 ,,,,,,,,
218,광주광역시 ,,,,,,,,
219,광주광역시 ,,,,,,,,
220,광주광역시 ,,,,,,,,
221,광주광역시 ,,,,,,,,
222,광주광역시 ,,,,,,,,
223,광주광역시 ,,,,,,,,
224,광주광역시 ,,,,,,,,
225,광주광역시 ,,,,,,,,
226,광주광역시 ,,,,,,,,
227,광주광역시 ,,,,,,,,
228,광주광역시 ,,,,,,,,
229,광주광역시 ,,,,,,,,
230,광주광역시 ,,,,,,,,
231,광주광역시 ,,,,,,,,
232,광주광역시 ,,,,,,,,
233,광주광역시 ,,,,,,,,
234,광주광역시 ,,,,,,,,
235,광주광역시 ,,,,,,,,
236,광주광역시 ,,,,,,,,
237,광주광역시 ,,,,,,,,
238,광주광역시 ,,,,,,,,
239,광주광역시 ,,,,,,,,
240,광주광역시 ,,,,,,,,
241,광주광역시 ,,,,,,,,
242,광주광역시 ,,,,,,,,
243,광주광역시 ,,,,,,,,
244,광주광역시 ,,,,,,,,
245,광주광역시 ,,,,,,,,
246,광주광역시 ,,,,,,,,
247,광주광역시 ,,,,,,,,
248,광주광역시 ,,,,,,,,
249,광주광역시 ,,,,,,,,
250,광주광역시 ,,,,,,,,
251,광주광역시 ,,,,,,,,
252,광주광역시 ,,,,,,,,
253,광주광역시 ,,,,,,,,
254,광주광역시 ,,,,,,,,
255,광주광역시 ,,,,,,,,
256,광주광역시 ,,,,,,,,
257,광주광역시 ,,,,,,,,
258,광주광역시 ,,,,,,,,
259,광주광역시 ,,,,,,,,
260,광주광역시 ,,,,,,,,
261,광주광역시 ,,,,,,,,
262,광주광역시 ,,,,,,,,
263,광주광역시 ,,,,,,,,
264,광주광역시 ,,,,,,,,
265,광주광역시 ,,,,,,,,
266,광주광역시 ,,,,,,,,
267,광주광역시 ,,,,,,,,
268,광주광역시 ,,,,,,,,
269,광주광역시 ,,,,,,,,
270,광주광역시 ,,,,,,,,
271,광주광역시 ,,,,,,,,
272,광주광역시 ,,,,,,,,
273,광주광역시 ,,,,,,,,
274,광주광역시 ,,,,,,,,
275,광주광역시 ,,,,,,,,
276,광주광역시 ,,,,,,,,
277,광주광역시 ,,,,,,,,
278,광주광역시 ,,,,,,,,
279,광주광역시 ,,,,,,,,
280,광주광역시 ,,,,,,,,
281,광주광역시 ,,,,,,,,
282,광주광역시 ,,,,,,,,
283,광주광역시 ,,,,,,,,
284,광주광역시 ,,,,,,,,
285,광주광역시 ,,,,,,,,
286,광주광역시 ,,,,,,,,
287,광주광역시 ,,,,,,,,
288,광주광역시 ,,,,,,,,
289,광주광역시 ,,,,,,,,
290,광주광역시 ,,,,,,,,
291,광주광역시 ,,,,,,,,
292,광주광역시 ,,,,,,,,
293,광주광역시 ,,,,,,,,
294,광주광역시 ,,,,,,,,
295,광주광역시 ,,,,,,,,
296,광주광역시 ,,,,,,,,
297,광주광역시 ,,,,,,,,
298,광주광역시 ,,,,,,,,
299,광주광역시 ,,,,,,,,
300,광주광역시 ,,,,,,,,
301,광주광역시 ,,,,,,,,
302,광주광역시 ,,,,,,,,
303,광주광역시 ,,,,,,,,
304,광주광역시 ,,,,,,,,
305,광주광역시 ,,,,,,,,
306,광주광역시 ,,,,,,,,
307,광주광역시 ,,,,,,,,
308,광주광역시 ,,,,,,,,
309,광주광역시 ,,,,,,,,
310,광주광역시 ,,,,,,,,
311,광주광역시 ,,,,,,,,
312,광주광역시 ,,,,,,,,
313,광주광역시 ,,,,,,,,
314,광주광역시 ,,,,,,,,
315,광주광역시 ,,,,,,,,
316,광주광역시 ,,,,,,,,
317,광주광역시 ,,,,,,,,
318,광주광역시 ,,,,,,,,
319,광주광역시 ,,,,,,,,
320,광주광역시 ,,,,,,,,
321,광주광역시 ,,,,,,,,
322,광주광역시 ,,,,,,,,
323,광주광역시 ,,,,,,,,
324,광주광역시 ,,,,,,,,
325,광주광역시 ,,,,,,,,
326,광주광역시 ,,,,,,,,
327,광주광역시 ,,,,,,,,
328,광주광역시 ,,,,,,,,
329,광주광역시 ,,,,,,,,
330,광주광역시 ,,,,,,,,
331,광주광역시 ,,,,,,,,
332,광주광역시 ,,,,,,,,
333,광주광역시 ,,,,,,,,
334,광주광역시 ,,,,,,,,
335,광주광역시 ,,,,,,,,
336,광주광역시 ,,,,,,,,
337,광주광역시 ,,,,,,,,
338,광주광역시 ,,,,,,,,
339,광주광역시 ,,,,,,,,
340,광주광역시 ,,,,,,,,
341,광주광역시 ,,,,,,,,
342,광주광역시 ,,,,,,,,
343,광주광역시 ,,,,,,,,
344,광주광역시 ,,,,,,,,
345,광주광역시 ,,,,,,,,
346,광주광역시 ,,,,,,,,
347,광주광역시 ,,,,,,,,
348,광주광역시 ,,,,,,,,
349,광주광역시 ,,,,,,,,
350,광주광역시 ,,,,,,,,
351,광주광역시 ,,,,,,,,
352,광주광역시 ,,,,,,,,
353,광주광역시 ,,,,,,,,
354,광주광역시 ,,,,,,,,
355,광주광역시 ,,,,,,,,
356,광주광역시 ,,,,,,,,
357,광주광역시 ,,,,,,,,
358,광주광역시 ,,,,,,,,
359,광주광역시 ,,,,,,,,
360,광주광역시 ,,,,,,,,
361,광주광역시 ,,,,,,,,
362,광주광역시 ,,,,,,,,
363,광주광역시 ,,,,,,,,
364,광주광역시 ,,,,,,,,
365,광주광역시 ,,,,,,,,
366,광주광역시 ,,,,,,,,
367,광주광역시 ,,,,,,,,
368,광주광역시 ,,,,,,,,
369,광주광역시 ,,,,,,,,
370,광주광역시 ,,,,,,,,
371,광주광역시 ,,,,,,,,
372,광주광역시 ,,,,,,,,
373,광주광역시 ,,,,,,,,
374,광주광역시 ,,,,,,,,
375,광주광역시 ,,,,,,,,
376,광주광역시 ,,,,,,,,
377,광주광역시 ,,,,,,,,
378,광주광역시 ,,,,,,,,
379,광주광역시 ,,,,,,,,
380,광주광역시 ,,,,,,,,
381,광주광역시 ,,,,,,,,
382,광주광역시 ,,,,,,,,
383,광주광역시 ,,,,,,,,
384,광주광역시 ,,,,,,,,
385,광주광역시 ,,,,,,,,
386,광주광역시 ,,,,,,,,
387,광주광역시 ,,,,,,,,
388,광주광역시 ,,,,,,,,
389,광주광역시 ,,,,,,,,
390,광주광역시 ,,,,,,,,
391,광주광역시 ,,,,,,,,
392,광주광역시 ,,,,,,,,
393,광주광역시 ,,,,,,,,
394,광주광역시 ,,,,,,,,
395,광주광역시 ,,,,,,,,
396,광주광역시 ,,,,,,,,
397,광주광역시 ,,,,,,,,
398,광주광역시 ,,,,,,,,
399,광주광역시 ,,,,,,,,
400,광주광역시 ,,,,,,,,
401,광주광역시 ,,,,,,,,
402,광주광역시 ,,,,,,,,
403,광주광역시 ,,,,,,,,
404,광주광역시 ,,,,,,,,
405,광주광역시 ,,,,,,,,
406,광주광역시 ,,,,,,,,
407,광주광역시 ,,,,,,,,
408,광주광역시 ,,,,,,,,
