번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고
27,경기도 ,공공,국가 및 지자체,팔달구청,경기도 수원시 팔달구 창룡대로 23,1899-3300,http://paldal.suwon.go.kr/,자료없음,
28,경기도 ,공공,주민자치기관,매교동 주민센터,경기도 수원시 팔달구 효원로89번길 60,031-228-7604,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub11&menuid=sub110208,0,
29,경기도 ,공공,주민자치기관,매산동 주민센터,경기도 수원시 팔달구 매산로 41,031-228-7645,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub11&menuid=sub120208,0,
30,경기도 ,공공,주민자치기관,고등동 주민센터,경기도 수원시 팔달구 고등로 37,031-228-7606,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub11&menuid=sub130208,자료없음,
31,경기도 ,공공,주민자치기관,화서1동 주민센터,경기도 수원시 팔달구 동말로4번길 10,031-228-7727,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub11&menuid=sub140208,0,
32,경기도 ,공공,주민자치기관,화서2동 주민센터,경기도 수원시 팔달구 화산로6번길 6,031-228-7608,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub11&menuid=sub150208,0,
33,경기도 ,공공,주민자치기관,지동 주민센터,경기도 수원시 팔달구 팔달문로115번길 5,031-228-7609,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub11&menuid=sub160208,0,
34,경기도 ,공공,주민자치기관,우만1동 주민센터,경기도 수원시 팔달구 우만동 506,031-228-7128,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub11&menuid=sub170208,0,
35,경기도 ,공공,주민자치기관,우만2동 주민센터,경기도 수원시 팔달구 중부대로207번길 33,031-228-7904,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub11&menuid=sub180203,0,
36,경기도 ,공공,주민자치기관,인계동 주민센터,경기도 수원시 팔달구 인계로29번길 6,031-228-7732,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub11&menuid=sub180203,0,
37,경기도 ,공공,주민자치기관,행궁동 주민센터,경기도 수원시 팔달구 신풍로23번길 40,031-228-7822,http://paldal.suwon.go.kr/submain_view.asp?TopID=sub20&menuid=sub200208,자료없음,
38,경기도 ,공공,국가 및 지자체,영통구청,경기도 수원시 영통구 효원로 407,1899-3300,http://yt.suwon.go.kr/,자료없음,
39,경기도 ,공공,주민자치기관,매탄1동 주민센터,경기도 수원시 영통구 인계로189번길 119,031-228-8604,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=1,0,
40,경기도 ,공공,주민자치기관,매탄2동 주민센터,경기도 수원시 영통구 매영로39번길 21,031-228-8629,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=2,0,
41,경기도 ,공공,주민자치기관,매탄3동 주민센터,경기도 수원시 영통구 동탄원천로881번길 76,031-228-8649,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=3,0,
42,경기도 ,공공,주민자치기관,매탄4동 주민센터,경기도 수원시 영통구 산남로 26-4,031-228-8663,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=4,0,
43,경기도 ,공공,주민자치기관,원천동 주민센터,경기도 수원시 영통구 원천동 101-3,031-228-8686,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=5,0,
44,경기도 ,공공,주민자치기관,광교1동 주민센터,경기도 수원시 영통구 도청로89번길 20,031-228-8701,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=9,0,
45,경기도 ,공공,주민자치기관,광교2동 주민센터,경기도 수원시 영통구 법조로149번길 155,031-228-8461,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=10,0,
46,경기도 ,공공,주민자치기관,영통1동 주민센터,경기도 수원시 영통구 봉영로1759번길 23,031-228-8721,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=6,자료없음,
47,경기도 ,공공,주민자치기관,영통2동 주민센터,경기도 수원시 영통구 영통로217번길 12,031-228-8742,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=7,0,
48,경기도 ,공공,주민자치기관,태장동 주민센터,경기도 수원시 영통구 태장로54번길 10,031-228-8780,http://yt.suwon.go.kr/_bbsplus/list.asp?code=tbl_bbs_ncenter&bd_gubn=8,0,
49,경기도 ,공공,국가 및 지자체,고양시청,경기도 고양시 덕양구 고양시청로 10,031-909-9000,http://www.goyang.go.kr/,0,
50,경기도 ,공공,국가 및 지자체,덕양구청,경기도 고양시 덕양구 화중로104번길 13,031-909-9000,http://www.goyang.go.kr/3gu/d_gu/index.do,자료없음,
51,경기도 ,공공,주민자치기관,주교동 주민센터,경기도 고양시 덕양구 고양대로1315번길 71,031-8075-5654,http://www.goyang.go.kr/town/ed1/index.do,0,
52,경기도 ,공공,주민자치기관,원신동 주민센터,경기도 고양시 덕양구 호국로 1261,031-8075-5672,http://www.goyang.go.kr/town/ed2/index.do,자료없음,
53,경기도 ,공공,주민자치기관,흥도동 주민센터,경기도 고양시 덕양구 흥도로454번길 44,031-8075-5687,http://www.goyang.go.kr/town/ed3/index.do,0,
54,경기도 ,공공,주민자치기관,성사1동 주민센터,경기도 고양시 덕양구 호국로790번길 101,031-8075-5705,http://www.goyang.go.kr/town/ed4/index.do,자료없음,
55,경기도 ,공공,주민자치기관,성사2동 주민센터,경기도 고양시 덕양구 호국로742번길 6-6,031-8075-5722,http://www.goyang.go.kr/town/ed5/index.do,0,
56,경기도 ,공공,주민자치기관,효자동 주민센터,경기도 고양시 덕양구 일영로 61,031-8075-5742,http://www.goyang.go.kr/town/ed6/index.do,자료없음,
57,경기도 ,공공,주민자치기관,신도동 주민센터,경기도 고양시 덕양구 신도길 8,031-8075-5757,http://www.goyang.go.kr/town/ed7/index.do,자료없음,
58,경기도 ,공공,주민자치기관,창릉동 주민센터,경기도 고양시 덕양구 동산동 360,031-8075-5772,http://www.goyang.go.kr/town/ed8/index.do,0,
59,경기도 ,공공,주민자치기관,고양동 주민센터,경기도 고양시 덕양구 벽제관로 5,031-8075-5788,http://www.goyang.go.kr/town/ed9/index.do,0,
60,경기도 ,공공,주민자치기관,관산동 주민센터,경기도 고양시 덕양구 통일로 789,031-8075-5808,http://www.goyang.go.kr/town/ed10/index.do,자료없음,
61,경기도 ,공공,주민자치기관,능곡동 주민센터,경기도 고양시 덕양구 토당로 83,031-8075-5828,http://www.goyang.go.kr/town/ed11/index.do,0,
62,경기도 ,공공,주민자치기관,화정1동 주민센터,경기도 고양시 덕양구 화중로 197,031-8075-5858,http://www.goyang.go.kr/town/ed12/index.do,0,
63,경기도 ,공공,주민자치기관,화정2동 주민센터,경기도 고양시 덕양구 화신로 232,031-8075-5868,http://www.goyang.go.kr/town/ed13/index.do,0,
64,경기도 ,공공,주민자치기관,행주동 주민센터,경기도 고양시 덕양구 지도로14번길 11,031-8075-5899,http://www.goyang.go.kr/town/ed14/index.do,0,
65,경기도 ,공공,주민자치기관,행신1동 주민센터,경기도 고양시 덕양구 중앙로 541-12,031-8075-5907,http://www.goyang.go.kr/town/ed15/index.do,0,
66,경기도 ,공공,주민자치기관,행신2동 주민센터,경기도 고양시 덕양구 충경로 30,031-8075-5936,http://www.goyang.go.kr/town/ed16/index.do,0,
67,경기도 ,공공,주민자치기관,행신3동 주민센터,경기도 고양시 덕양구 중앙로558번길 78,031-8075-5946,http://www.goyang.go.kr/town/ed17/index.do,0,
68,경기도 ,공공,주민자치기관,화전동 주민센터,경기도 고양시 덕양구 중앙로 131,031-8075-5968,http://www.goyang.go.kr/town/ed18/index.do,0,
69,경기도 ,공공,주민자치기관,대덕동 주민센터,경기도 고양시 덕양구 덕은로 60-22,031-8075-5987,http://www.goyang.go.kr/town/ed19/index.do,0,
70,경기도 ,공공,국가 및 지자체,일산동구청,경기도 고양시 일산동구 중앙로 1256,031-909-9000,http://www.goyang.go.kr/3gu/w_gu/index.do,자료없음,
71,경기도 ,공공,주민자치기관,식사동 주민센터,경기도 고양시 일산동구 위시티2로11번길 22-21,031-8075-6708,http://www.goyang.go.kr/town/ew1/index.do,0,
72,경기도 ,공공,주민자치기관,중산동 주민센터,경기도 고양시 일산동구 중산로 224,031-8075-6733,http://www.goyang.go.kr/town/ew2/index.do,0,
73,경기도 ,공공,주민자치기관,정발산동 주민센터,경기도 고양시 일산동구 일산로 422,031-8075-6774,http://www.goyang.go.kr/town/ew3/index.do,0,
74,경기도 ,공공,주민자치기관,풍산동 주민센터,경기도 고양시 일산동구 숲속마을1로 36,031-8075-6786,http://www.goyang.go.kr/town/ew4/index.do,0,
75,경기도 ,공공,주민자치기관,백석1동 주민센터,경기도 고양시 일산동구 일산로 145,031-8075-6823,http://www.goyang.go.kr/town/ew5/index.do,0,
76,경기도 ,공공,주민자치기관,백석2동 주민센터,경기도 고양시 일산동구 장백로 72,031-8075-6842,http://www.goyang.go.kr/town/ew6/index.do,0,
77,경기도 ,공공,주민자치기관,마두1동 주민센터,경기도 고양시 일산동구 일산로 218,031-8075-6877,http://www.goyang.go.kr/town/ew7/index.do,0,
78,경기도 ,공공,주민자치기관,마두2동 주민센터,경기도 고양시 일산동구 강송로 166,031-8075-6894,http://www.goyang.go.kr/town/ew8/index.do,0,
79,경기도 ,공공,주민자치기관,장항1동 주민센터,경기도 고양시 일산동구 장항로225번길 72,031-8075-6915,http://www.goyang.go.kr/town/ew9/index.do,0,
80,경기도 ,공공,주민자치기관,장항2동 주민센터,경기도 고양시 일산동구 노루목로 114,031-8075-6932,http://www.goyang.go.kr/town/ew10/index.do,0,
81,경기도 ,공공,주민자치기관,고봉동 주민센터,경기도 고양시 일산동구 성현로 397-18,031-8075-6969,http://www.goyang.go.kr/town/ew11/index.do,자료없음,
82,경기도 ,공공,국가 및 지자체,일산서구청,경기도 고양시 일산서구 중앙로 1542,031-909-9000,http://www.goyang.go.kr/3gu/s_gu/index.do,0,
83,경기도 ,공공,주민자치기관,일산1동 주민센터,경기도 고양시 일산서구 원일로 55,031-976-8396,http://www.goyang.go.kr/town/es1/index.do,0,
84,경기도 ,공공,주민자치기관,일산2동 주민센터,경기도 고양시 일산서구 고봉로 283,031-8075-7734,http://www.goyang.go.kr/town/es2/index.do,0,
85,경기도 ,공공,주민자치기관,일산3동 주민센터,경기도 고양시 일산서구 강선로 158,031-915-8618,http://www.goyang.go.kr/town/es3/index.do,0,
86,경기도 ,공공,주민자치기관,탄현동 주민센터,경기도 고양시 일산서구 홀트로 36,031-8075-7805,http://www.goyang.go.kr/town/es4/index.do,0,
87,경기도 ,공공,주민자치기관,주엽1동 주민센터,경기도 고양시 일산서구 강성로 109,031-8075-7822,http://www.goyang.go.kr/town/es5/index.do,0,
88,경기도 ,공공,주민자치기관,주엽2동 주민센터,경기도 고양시 일산서구 주엽로 178,031-8075-7852,http://www.goyang.go.kr/town/es6/index.do,0,
89,경기도 ,공공,주민자치기관,대화동 주민센터,경기도 고양시 일산서구 일산로 668,031-913-8631,http://www.goyang.go.kr/town/es7/index.do,0,
90,경기도 ,공공,주민자치기관,송포동 주민센터,경기도 고양시 일산서구 대화로 143,031-8075-7914,http://www.goyang.go.kr/town/es8/index.do,0,
91,경기도 ,공공,주민자치기관,송산동 주민센터,경기도 고양시 일산서구 덕이로 50-7,031-8075-7942,http://www.goyang.go.kr/town/es9/index.do,0,
92,경기도 ,공공,국가 및 지자체,성남시청,경기도 성남시 중원구 성남대로 997,1577-3100,http://www.seongnam.go.kr/,0,
93,경기도 ,공공,국가 및 지자체,수정구청,경기도 성남시 수정구 수정로 283,1577-3100,http://www.sujeong-gu.go.kr/,0,
94,경기도 ,공공,주민자치기관,신흥1동 주민센터,경기도 성남시 수정구 수정로188번길 7,031-729-5610,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong1,0,
95,경기도 ,공공,주민자치기관,신흥2동 주민센터,경기도 성남시 수정구 수정로 270,031-729-5621,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong2,0,
96,경기도 ,공공,주민자치기관,신흥3동 주민센터,경기도 성남시 수정구 공원로349번길 8,031-729-5650,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong3,0,
97,경기도 ,공공,주민자치기관,태평1동 주민센터,경기도 성남시 수정구 모란로 88,031-729-5661,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong4,0,
98,경기도 ,공공,주민자치기관,태평2동 주민센터,경기도 성남시 수정구 남문로 108,031-729-5681,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong5,0,
99,경기도 ,공공,주민자치기관,태평3동 주민센터,경기도 성남시 수정구 남문로 54,031-729-5710,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong6,0,
100,경기도 ,공공,주민자치기관,태평4동 주민센터,경기도 성남시 수정구 남문로 112,031-729-5721,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong7,0,
101,경기도 ,공공,주민자치기관,수진1동 주민센터,경기도 성남시 수정구 탄리로 19,031-729-5750,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong8,0,
102,경기도 ,공공,주민자치기관,수진2동 주민센터,경기도 성남시 수정구 성남대로 1204,031-729-5770,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong9,0,
103,경기도 ,공공,주민자치기관,단대동 주민센터,경기도 성남시 수정구 희망로506번길 21,031-729-5790,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong10,0,
104,경기도 ,공공,주민자치기관,산성동 주민센터,경기도 성남시 수정구 수정남로 261,031-729-5801,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong11,0,
105,경기도 ,공공,주민자치기관,양지동 주민센터,경기도 성남시 수정구 산성대로 483,031-729-5821,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong12,0,
106,경기도 ,공공,주민자치기관,복정동 주민센터,경기도 성남시 수정구 복정로 144,031-729-5850,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong13,0,
107,경기도 ,공공,주민자치기관,위례동 주민센터,경기도 성남시 수정구 위례동로 91,031-729-5960,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong17,0,
108,경기도 ,공공,주민자치기관,신촌동 주민센터,경기도 성남시 수정구 오야로 19,031-729-5862,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong14,0,
109,경기도 ,공공,주민자치기관,고등동 주민센터,경기도 성남시 수정구 대왕판교로982번길 25,031-729-5881,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong15,0,
110,경기도 ,공공,주민자치기관,시흥동 주민센터,경기도 성남시 수정구 여수대로56번길 6,031-729-5901,http://www.sujeong-gu.go.kr/dong_office/main/index.asp?dong=dong16,0,
111,경기도 ,공공,국가 및 지자체,중원구청,경기도 성남시 중원구 제일로 36,1577-3100,http://www.jungwongu.go.kr/,0,
112,경기도 ,공공,주민자치기관,성남동 주민센터,경기도 성남시 중원구 제일로35번길 51,031-729-6610,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong1,0,
113,경기도 ,공공,주민자치기관,중앙동 주민센터,경기도 성남시 중원구 광명로264번길 1,031-729-6630,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong2,0,
114,경기도 ,공공,주민자치기관,금광1동 주민센터,경기도 성남시 중원구 광명로 328,031-729-6650,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong3,0,
115,경기도 ,공공,주민자치기관,금광2동 주민센터,경기도 성남시 중원구 광명로 345,031-729-6670,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong4,0,
116,경기도 ,공공,주민자치기관,은행1동 주민센터,경기도 성남시 중원구 은행로 85,031-729-6690,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong5,0,
117,경기도 ,공공,주민자치기관,은행2동 주민센터,경기도 성남시 중원구 은행동 2476,031-729-6702,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong6,0,
118,경기도 ,공공,주민자치기관,상대원1동 주민센터,경기도 성남시 중원구 둔촌대로 425,031-729-6730,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong7,0,
119,경기도 ,공공,주민자치기관,상대원2동 주민센터,경기도 성남시 중원구 희망로 371,031-729-6750,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong8,0,
120,경기도 ,공공,주민자치기관,상대원3동 주민센터,경기도 성남시 중원구 박석로 78,031-729-6770,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong9,0,
121,경기도 ,공공,주민자치기관,하대원동 주민센터,경기도 성남시 중원구 둔촌대로 252,031-729-6790,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong10,0,
122,경기도 ,공공,주민자치기관,도촌동 주민센터,경기도 성남시 중원구 도촌북로 28,031-729-6810,http://www.jungwongu.go.kr/dong_office/main/index.asp?dong=dong11,0,
123,경기도 ,공공,국가 및 지자체,분당구청,경기도 성남시 분당구 분당로 50,1577-3100,http://www.bundang-gu.go.kr/,0,
124,경기도 ,공공,주민자치기관,분당동 주민센터,경기도 성남시 분당구 불정로 312,031-729-7610,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong1,0,주민자치회관통합프로그램
125,경기도 ,공공,주민자치기관,수내1동 주민센터,경기도 성남시 분당구 내정로173번길 21,031-729-7630,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong2,0,
126,경기도 ,공공,주민자치기관,수내2동 주민센터,경기도 성남시 분당구 내정로166번길 17,031-729-7650,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong3,0,
127,경기도 ,공공,주민자치기관,수내3동 주민센터,경기도 성남시 분당구 돌마로356번길 43,031-729-7670,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong4,0,
128,경기도 ,공공,주민자치기관,정자동 주민센터,경기도 성남시 분당구 황새울로18번길 14,031-729-7690,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong22,0,
129,경기도 ,공공,주민자치기관,정자1동 주민센터,경기도 성남시 분당구 성남대로407번길 12,031-729-8260,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong5,0,
130,경기도 ,공공,주민자치기관,정자2동 주민센터,경기도 성남시 분당구 내정로 66,031-729-7710,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong6,0,
131,경기도 ,공공,주민자치기관,정자3동 주민센터,경기도 성남시 분당구 돌마로 242,031-729-7730,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong7,0,
132,경기도 ,공공,주민자치기관,서현1동 주민센터,경기도 성남시 분당구 중앙공원로39번길 35,031-729-7750,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong8,0,
133,경기도 ,공공,주민자치기관,서현2동 주민센터,경기도 성남시 분당구 돌마로476번길 17,031-729-7770,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong9,0,
134,경기도 ,공공,주민자치기관,이매1동 주민센터,경기도 성남시 분당구 성남대로779번길 10,031-729-7790,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong10,0,
135,경기도 ,공공,주민자치기관,이매2동 주민센터,경기도 성남시 분당구 탄천로79번길 19,031-729-7810,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong11,0,
136,경기도 ,공공,주민자치기관,야탑1동 주민센터,경기도 성남시 분당구 장미로86번길 18,031-729-7830,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong12,0,
137,경기도 ,공공,주민자치기관,야탑2동 주민센터,경기도 성남시 분당구 야탑로76번길 5,031-729-7850,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong13,0,
138,경기도 ,공공,주민자치기관,야탑3동 주민센터,경기도 성남시 분당구 야탑로167번길 12,031-729-7870,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong14,0,
139,경기도 ,공공,주민자치기관,판교동 주민센터,경기도 성남시 분당구 서판교로32번길 9,031-729-7890,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong15,0,
140,경기도 ,공공,주민자치기관,삼평동 주민센터,경기도 성남시 분당구 삼평동 713,031-729-7990,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong20,0,
141,경기도 ,공공,주민자치기관,백현동 주민센터,경기도 성남시 분당구 동판교로 21,031-729-8310,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong21,0,
142,경기도 ,공공,주민자치기관,금곡동 주민센터,경기도 성남시 분당구 성남대로171번길 14,031-729-7910,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong16,0,
143,경기도 ,공공,주민자치기관,구미1동 주민센터,경기도 성남시 분당구 돌마로90번길 8,031-729-7930,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong18,0,
144,경기도 ,공공,주민자치기관,구미동 주민센터,경기도 성남시 분당구 구미로 130,031-729-7950,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong17,0,
145,경기도 ,공공,주민자치기관,운중동 주민센터,경기도 성남시 분당구 운중동 63-3,031-729-7970,http://www.bundang-gu.go.kr/dong/default/main/index.asp?dong=dong19,0,
146,경기도 ,공공,국가 및 지자체,용인시청,경기도 용인시 처인구 중부대로 1199,1577-1122,http://www.yongin.go.kr/,0,
147,경기도 ,공공,국가 및 지자체,처인구청,경기도 용인시 처인구 금령로 50,1577-1122,http://www.cheoingu.go.kr/,0,
148,경기도 ,공공,주민자치기관,포곡읍 주민센터,경기도 용인시 처인구 포곡읍 포곡로 258,031-324-5531,http://www.cheoingu.go.kr/new/sub.asp?menu_id=sub110101,0,
149,경기도 ,공공,주민자치기관,모현면 주민센터,경기도 용인시 처인구 모현면 독점로 31-6,031-324-5592,http://www.cheoingu.go.kr/new/sub.asp?menu_id=sub120101,0,
150,경기도 ,공공,주민자치기관,남사면 주민센터,경기도 용인시 처인구 남사면 내기로 22,031-324-5642,http://www.cheoingu.go.kr/new/sub.asp?menu_id=sub130101,0,
151,경기도 ,공공,주민자치기관,이동 주민센터면,경기도 용인시 처인구 이동면 경기동로 673,031-324-5691,http://www.cheoingu.go.kr/new/sub.asp?menu_id=sub140101,자료없음,
